년월,구,법정동,법정동시군구코드,법정동읍면동코드,거래금액(만원),전용면적당 거래금액(만원),법정동코드
202201,가평군,가평읍 달전리,41820,25023,9750.0,135.47314120332936,4182025023
202201,가평군,가평읍 대곡리,41820,25022,24700.0,290.9305064782096,4182025022
202201,가평군,가평읍 읍내리,41820,25021,19767.5,262.2488267181494,4182025021
202201,가평군,설악면 선촌리,41820,31022,29500.0,350.73118535251456,4182031022
202201,가평군,청평면 청평리,41820,32521,21562.5,285.4975300784183,4182032521
202201,고양시 덕양구,고양동,41281,11600,32050.0,390.26006403342984,4128111600
202201,고양시 덕양구,관산동,41281,11800,16250.0,327.5585596557463,4128111800
202201,고양시 덕양구,도내동,41281,10500,77247.5,984.3296734624797,4128110500
202201,고양시 덕양구,동산동,41281,11200,86000.0,1012.3918142651044,4128111200
202201,고양시 덕양구,삼송동,41281,11100,85233.33333333333,1047.9917543386107,4128111100
202201,고양시 덕양구,성사동,41281,10600,52340.0,736.4545239384387,4128110600
202201,고양시 덕양구,신원동,41281,10300,67500.0,1030.3230519088481,4128110300
202201,고양시 덕양구,원흥동,41281,10400,82500.0,972.0700959893461,4128110400
202201,고양시 덕양구,주교동,41281,10100,28283.333333333332,477.97426453195834,4128110100
202201,고양시 덕양구,지축동,41281,10900,100250.0,1180.5609141734835,4128110900
202201,고양시 덕양구,토당동,41281,12000,53120.0,742.7759759928242,4128112000
202201,고양시 덕양구,행신동,41281,12800,44309.375,730.469364060279,4128112800
202201,고양시 덕양구,향동동,41281,13200,93333.33333333333,1223.719327953939,4128113200
202201,고양시 덕양구,화정동,41281,12300,52616.666666666664,796.126410152002,4128112300
202201,고양시 일산동구,마두동,41285,10500,52390.90909090909,807.6154697422141,4128510500
202201,고양시 일산동구,백석동,41285,10600,68250.0,959.6460031369234,4128510600
202201,고양시 일산동구,사리현동,41285,10900,6950.0,180.42575285565937,4128510900
202201,고양시 일산동구,식사동,41285,10100,92916.66666666667,695.690773127888,4128510100
202201,고양시 일산동구,장항동,41285,10400,101000.0,1252.3147808047397,4128510400
202201,고양시 일산동구,중산동,41285,10200,48367.391304347824,633.7434319697936,4128510200
202201,고양시 일산동구,풍동,41285,10700,49228.57142857143,610.0735542528549,4128510700
202201,고양시 일산서구,가좌동,41287,10600,52800.0,531.3624135709359,4128710600
202201,고양시 일산서구,대화동,41287,10400,91875.0,998.4087642202428,4128710400
202201,고양시 일산서구,덕이동,41287,10500,47300.0,502.5016431447695,4128710500
202201,고양시 일산서구,일산동,41287,10100,43436.36363636364,604.6565295027302,4128710100
