공고번호,주택명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,당첨자발표일,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,주택형,공급세대수,순위,거주지역,접수건수,경쟁률,최저당첨가점,최고당첨가점,평균당첨가점,전용면적,평면유형,미달여부,공급금액(최고가 기준),위도,경도,행정동코드,법정동코드,시도,시군구,읍면동1,읍면동2,전용면적당 공급금액(최고가기준),전용면적당 시세차익
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.7300A,8,2순위,해당지역,0,0.0,0,0,0,84,A,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.7300A,8,2순위,기타지역,0,0.0,-,-,-,84,A,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.6800B,82,1순위,해당지역,0,134.28,69,74,69.28,84,B,N,2437700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29020238.095238097,29017920.042589165
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.6800B,82,1순위,기타지역,0,0.0,-,-,-,84,B,Y,2437700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29020238.095238097,29017920.042589165
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.6800B,82,2순위,해당지역,0,0.0,0,0,0,84,B,Y,2437700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29020238.095238097,29017920.042589165
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.6800B,82,2순위,기타지역,0,0.0,-,-,-,84,B,Y,2437700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29020238.095238097,29017920.042589165
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200C,8,1순위,해당지역,732,91.5,69,70,69.33,84,C,N,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200C,8,1순위,기타지역,0,0.0,-,-,-,84,C,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200C,8,2순위,해당지역,0,0.0,0,0,0,84,C,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200C,8,2순위,기타지역,0,0.0,-,-,-,84,C,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9700D,18,1순위,해당지역,0,76.94,69,79,70.23,84,D,N,2450700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29175000.0,29172681.94735107
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9700D,18,1순위,기타지역,0,0.0,-,-,-,84,D,Y,2450700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29175000.0,29172681.94735107
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9700D,18,2순위,해당지역,0,0.0,0,0,0,84,D,Y,2450700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29175000.0,29172681.94735107
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9700D,18,2순위,기타지역,0,0.0,-,-,-,84,D,Y,2450700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,29175000.0,29172681.94735107
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200E,19,1순위,해당지역,0,91.58,69,74,71,84,E,N,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200E,19,1순위,기타지역,0,0.0,-,-,-,84,E,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200E,19,2순위,해당지역,0,0.0,0,0,0,84,E,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,084.9200E,19,2순위,기타지역,0,0.0,-,-,-,84,E,Y,2352700000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,28008333.333333332,28006015.2806844
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,106.9700A,8,1순위,해당지역,282,35.25,69,74,70.57,106,A,N,2875500000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,27127358.490566038,27125040.437917106
2025000001,래미안 원페를라,100,서울,6562,서울특별시 서초구 방배동 818-14번지 일대,482,2025-01-17,2025-02-03,2025-02-06,2025-02-12,Y,Y,Y,Y,N,N,N,106.9700A,8,1순위,기타지역,0,0.0,-,-,-,106,A,Y,2875500000.0,37.4912787353311,126.987523255255,1165062100.0,1165010100.0,서울,서초구,방배4동,방배동,27127358.490566038,27125040.437917106
