년월,구,법정동,법정동시군구코드,법정동읍면동코드,거래금액(만원),전용면적당 거래금액(만원),법정동코드
202501,가평군,가평읍 달전리,41820,25023,20000.0,163.55904481517828,4182025023
202501,가평군,가평읍 대곡리,41820,25022,25028.571428571428,302.2113693490225,4182025022
202501,가평군,가평읍 읍내리,41820,25021,21860.0,294.91121948117143,4182025021
202501,가평군,상면 덕현리,41820,33025,21000.0,126.30819198845182,4182033025
202501,가평군,청평면 청평리,41820,32521,19800.0,249.7235076351364,4182032521
202501,고양시 덕양구,고양동,41281,11600,28675.0,373.2624349318234,4128111600
202501,고양시 덕양구,관산동,41281,11800,29000.0,483.97863818424565,4128111800
202501,고양시 덕양구,덕은동,41281,13100,108300.0,1216.4892199861442,4128113100
202501,고양시 덕양구,도내동,41281,10500,60307.692307692305,881.4488364506817,4128110500
202501,고양시 덕양구,동산동,41281,11200,71200.0,838.1723572888302,4128111200
202501,고양시 덕양구,삼송동,41281,11100,75966.66666666667,971.1685804021887,4128111100
202501,고양시 덕양구,성사동,41281,10600,40285.71428571428,600.8928357895518,4128110600
202501,고양시 덕양구,신원동,41281,10300,61511.11111111111,723.8485567856404,4128110300
202501,고양시 덕양구,원흥동,41281,10400,70912.5,858.0925002779359,4128110400
202501,고양시 덕양구,주교동,41281,10100,11000.0,782.1666014861165,4128110100
202501,고양시 덕양구,지축동,41281,10900,83600.0,1013.3741396877792,4128110900
202501,고양시 덕양구,토당동,41281,12000,56884.61538461538,776.5371091878098,4128112000
202501,고양시 덕양구,행신동,41281,12800,40099.18032786885,575.3473825196436,4128112800
202501,고양시 덕양구,향동동,41281,13200,72750.0,1033.6069304746668,4128113200
202501,고양시 덕양구,화정동,41281,12300,41841.46341463415,612.5010033127501,4128112300
202501,고양시 일산동구,마두동,41285,10500,53780.0,673.0104366592419,4128510500
202501,고양시 일산동구,백석동,41285,10600,39066.666666666664,603.738056784252,4128510600
202501,고양시 일산동구,사리현동,41285,10900,27433.333333333332,324.1998016196597,4128510900
202501,고양시 일산동구,성석동,41285,11300,16340.0,272.833528134914,4128511300
202501,고양시 일산동구,식사동,41285,10100,67677.77777777778,599.9029063170439,4128510100
202501,고양시 일산동구,장항동,41285,10400,113666.66666666667,1358.7803484812919,4128510400
202501,고양시 일산동구,중산동,41285,10200,44611.76470588235,562.800873998154,4128510200
202501,고양시 일산동구,풍동,41285,10700,35577.77777777778,484.3958617486744,4128510700
202501,고양시 일산서구,가좌동,41287,10600,34880.0,385.85660005405276,4128710600
202501,고양시 일산서구,대화동,41287,10400,40525.0,517.5867258438012,4128710400
202501,고양시 일산서구,덕이동,41287,10500,46535.294117647056,437.2799117888022,4128710500
202501,고양시 일산서구,일산동,41287,10100,40119.09090909091,509.1125349074843,4128710100
202501,고양시 일산서구,주엽동,41287,10200,43425.0,636.7023378444292,4128710200
202501,고양시 일산서구,탄현동,41287,10300,33794.61538461538,470.4609437017556,4128710300
202501,과천시,별양동,41290,10900,192433.33333333334,2392.43971096239,4129010900
202501,과천시,부림동,41290,11000,185333.33333333334,2412.1433610887325,4129011000
202501,과천시,원문동,41290,10800,165778.57142857142,2265.684868202695,4129010800
202501,과천시,중앙동,41290,10700,193750.0,2264.0925636672073,4129010700
202501,광명시,광명동,41210,10100,67780.76923076923,1016.2704827548193,4121010100
202501,광명시,소하동,41210,10400,65486.666666666664,770.1561388395463,4121010400
202501,광명시,일직동,41210,10600,117550.0,1456.9518537259673,4121010600
202501,광명시,철산동,41210,10200,83422.22222222222,1093.2001271280494,4121010200
202501,광명시,하안동,41210,10300,52030.188679245286,896.6426098544877,4121010300
202501,광주시,경안동,41610,10100,36500.0,429.7373539481678,4161010100
202501,광주시,고산동,41610,11400,57642.857142857145,709.5921165797175,4161011400
202501,광주시,곤지암읍 곤지암리,41610,25921,29000.0,343.2472611235785,4161025921
202501,광주시,곤지암읍 삼리,41610,25936,20850.0,382.2712218442551,4161025936
202501,광주시,능평동,41610,11600,44500.0,472.23458799135176,4161011600
202501,광주시,매산동,41610,11900,21000.0,247.6123098691192,4161011900
202501,광주시,문형동,41610,11700,21750.0,258.2613961551706,4161011700
202501,광주시,송정동,41610,10300,35660.0,414.2226563072738,4161010300
202501,광주시,신현동,41610,11500,57500.0,608.6133030701349,4161011500
202501,광주시,쌍령동,41610,10200,39173.333333333336,518.3070419858465,4161010200
202501,광주시,양벌동,41610,12000,31330.76923076923,376.93982007783967,4161012000
202501,광주시,역동,41610,11200,65207.142857142855,853.7297699695484,4161011200
202501,광주시,장지동,41610,11100,43266.666666666664,600.0549308004261,4161011100
202501,광주시,초월읍 대쌍령리,41610,25321,38700.0,526.2885910968834,4161025321
202501,광주시,초월읍 도평리,41610,25332,27166.666666666668,321.16151836581776,4161025332
202501,광주시,초월읍 산이리,41610,25323,29000.0,380.9980177645563,4161025323
202501,광주시,초월읍 쌍동리,41610,25322,42714.28571428572,520.8442937575039,4161025322
202501,광주시,초월읍 지월리,41610,25329,25500.0,300.2087420543569,4161025329
202501,광주시,탄벌동,41610,10500,43781.25,437.86225750490064,4161010500
202501,광주시,태전동,41610,11000,48560.86956521739,616.6881791325079,4161011000
202501,광주시,회덕동,41610,10400,27000.0,451.437074687756,4161010400
202501,구리시,갈매동,41310,10100,69446.42857142857,867.6664323843017,4131010100
202501,구리시,교문동,41310,10400,65814.28571428571,884.1899174817092,4131010400
202501,구리시,수택동,41310,10500,56042.857142857145,950.1661234045354,4131010500
202501,구리시,인창동,41310,10300,57832.857142857145,878.9436910385884,4131010300
202501,구리시,토평동,41310,10700,49500.0,601.7490840041721,4131010700
202501,군포시,금정동,41410,10500,40718.91891891892,663.9853355625492,4141010500
202501,군포시,당동,41410,10100,44300.0,605.205945996808,4141010100
202501,군포시,당정동,41410,10200,43141.666666666664,595.8047514946126,4141010200
202501,군포시,대야미동,41410,10800,53175.0,672.9074421733246,4141010800
202501,군포시,도마교동,41410,10900,50350.0,730.9054185480591,4141010900
202501,군포시,부곡동,41410,10300,52566.666666666664,672.937090511897,4141010300
202501,군포시,산본동,41410,10400,52170.967741935485,746.7695254107394,4141010400
202501,김포시,감정동,41570,10500,31709.090909090908,413.50380648914705,4157010500
202501,김포시,걸포동,41570,10200,61006.666666666664,778.1872233752443,4157010200
202501,김포시,고촌읍 신곡리,41570,25324,55963.15789473684,643.386467747864,4157025324
202501,김포시,고촌읍 태리,41570,25323,62050.0,730.7152808336483,4157025323
202501,김포시,고촌읍 향산리,41570,25321,55600.0,722.4844773852952,4157025321
202501,김포시,구래동,41570,10900,44591.666666666664,562.2992616488623,4157010900
202501,김포시,마산동,41570,10800,38619.04761904762,484.60750210795334,4157010800
202501,김포시,북변동,41570,10100,32800.0,445.524475127561,4157010100
202501,김포시,사우동,41570,10600,39270.0,526.6164859395369,4157010600
202501,김포시,양촌읍 양곡리,41570,25621,28066.666666666668,330.41577209132333,4157025621
202501,김포시,양촌읍 학운리,41570,25626,26462.5,312.11898482858635,4157025626
202501,김포시,운양동,41570,10300,48218.29268292683,625.3295968026582,4157010300
202501,김포시,장기동,41570,10400,46920.21276595745,539.8238937258707,4157010400
202501,김포시,통진읍 도사리,41570,25021,22700.0,267.5593168397355,4157025021
202501,김포시,통진읍 마송리,41570,25022,28500.0,471.5332414891303,4157025022
202501,김포시,통진읍 서암리,41570,25023,18500.0,233.14194689908607,4157025023
202501,김포시,풍무동,41570,10700,44985.0,572.0545450518008,4157010700
202501,남양주시,금곡동,41360,10300,24434.615384615383,366.06213669030603,4136010300
202501,남양주시,다산동,41360,11200,76318.59375,904.2323480049236,4136011200
202501,남양주시,별내동,41360,11100,67831.25,734.4488513607052,4136011100
202501,남양주시,별내면 청학리,41360,31021,28672.727272727272,362.795427077305,4136031021
202501,남양주시,오남읍 양지리,41360,26221,28166.666666666668,363.984799774747,4136026221
202501,남양주시,오남읍 오남리,41360,26223,16430.625,276.6992232722989,4136026223
202501,남양주시,와부읍 덕소리,41360,25021,46413.63636363636,623.2486180090738,4136025021
202501,남양주시,와부읍 도곡리,41360,25022,55388.88888888889,551.711452365605,4136025022
