시도,년월,구,아파트 동명,아파트명,단지 일련번호,법정동본번코드,법정동부번코드,건축년도,거래주체정보_매수자(개인/법인/공공기관/기타),해제사유발생일,거래금액(만원),계약일,계약월,계약년도,전용면적,층,지번,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명코드,도로명일련번호코드,도로명시군구코드,법정동시군구코드,법정동읍면동코드,법정동
서울,202201,강동구, ,고덕그라시움,11740-4628,0693,0000,2019, , ,"144,800",22,1,2022,59.785,15,693,고덕로,00333,00000,3124001,02,11740,11740,10200,고덕동
서울,202201,강동구, ,유덕휴먼빌,11740-212,0353,0040,2003, , ,"61,000",11,1,2022,81.94,1,353-40,천중로54길,00009,00014,4172360,01,11740,11740,10500,길동
서울,202201,강동구, ,롯데캐슬퍼스트,11740-2802,0414,0002,2008, , ,"118,000",29,1,2022,59.99,6,414-2,고덕로,00131,00000,3124001,04,11740,11740,10700,암사동
서울,202201,강동구, ,선사현대아파트,11740-91,0509,0000,2000, , ,"138,000",28,1,2022,82.94,26,509,상암로,00011,00000,3124003,03,11740,11740,10700,암사동
서울,202201,강동구, ,롯데캐슬퍼스트,11740-2802,0414,0002,2008, , ,"125,000",29,1,2022,59.99,8,414-2,고덕로,00131,00000,3124001,04,11740,11740,10700,암사동
서울,202201,강동구, ,동아하이빌아파트,11740-170,0217,0132,2000, , ,"102,500",28,1,2022,84.97,7,217-132,구천면로,00278,00000,3016054,04,11740,11740,10900,천호동
서울,202201,강동구, ,신성둔촌미소지움2,11740-73,0134,0010,2000, , ,"132,000",28,1,2022,84.78,12,134-10,진황도로,00212,00000,3124008,02,11740,11740,10600,둔촌동
서울,202201,강동구, ,광남캐스빌아파트,11740-238,0052,0001,2003, , ,"70,000",24,1,2022,81.35,4,52-1,양재대로121길,00031,00000,4172237,01,11740,11740,10900,천호동
서울,202201,강동구, ,성내동삼성아파트,11740-129,0590,0000,1999, , ,"131,000",22,1,2022,84.99,5,590,풍성로,00128,00000,3123024,02,11740,11740,10800,성내동
서울,202201,강동구, ,길동우성,11740-39,0400,0000,1994, , ,"71,000",21,1,2022,40.36,1,400,천호대로193길,00037,00000,4172395,01,11740,11740,10500,길동
서울,202201,강동구, ,고덕주공9,11740-1,0257,0000,1985, , ,"133,000",26,1,2022,83.52,1,257,상암로,00251,00000,3124003,01,11740,11740,10100,명일동
서울,202201,강동구, ,우림루미아트,11740-323,0599,0000,2004, , ,"71,800",26,1,2022,64.26,3,599,양재대로101길,00046,00000,4172224,01,11740,11740,10800,성내동
서울,202201,강동구, ,현대웰하임(101동),11740-3164,0343,0001,2012, , ,"11,800",18,1,2022,16.959,7,343-1,천중로53길,00006,00000,4172359,01,11740,11740,10500,길동
서울,202201,강동구, ,성안마을청구,11740-130,0295,0000,2002, , ,"95,000",22,1,2022,59.93,12,295,풍성로,00114,00001,3123024,02,11740,11740,10800,성내동
서울,202201,강동구, ,강동렘브란트,11740-3473,0457,0001,2014, , ,"10,000",19,1,2022,15.86,13,457-1,천호대로177길,00009,00000,4172387,01,11740,11740,10500,길동
서울,202201,강동구, ,고덕아르테온,11740-4692,0519,0000,2020, , ,"195,000",15,1,2022,84.93,17,519,고덕로,00360,00000,3124001,01,11740,11740,10300,상일동
서울,202201,강동구, ,고덕주공9,11740-1,0257,0000,1985, , ,"139,000",17,1,2022,83.52,5,257,상암로,00251,00000,3124003,01,11740,11740,10100,명일동
서울,202201,강동구, ,고덕아르테온,11740-4692,0519,0000,2020, , ,"180,000",25,1,2022,84.97,11,519,고덕로,00360,00000,3124001,01,11740,11740,10300,상일동
서울,202201,강동구, ,대원,11740-88,0461,0000,1998, , ,"72,500",17,1,2022,59.9,12,461,고덕로,00052,00000,3124001,04,11740,11740,10700,암사동
서울,202201,강동구, ,고덕그라시움,11740-4628,0693,0000,2019, ,22.04.15,"144,800",22,1,2022,59.785,15,693,고덕로,00333,00000,3124001,02,11740,11740,10200,고덕동
서울,202201,강동구, ,중앙하이츠,11740-38,0476,0000,1992, , ,"90,000",18,1,2022,59.94,5,476,구천면로,00557,00000,3016054,02,11740,11740,10300,상일동
서울,202201,강동구, ,고덕리엔파크3단지,11740-3008,0490,0000,2011, , ,"96,500",11,1,2022,59.83,5,490,상일로,00074,00000,3124004,02,11740,11740,10300,상일동
서울,202201,강동구, ,강일리버파크1단지,11740-2849,0665,0000,2009, , ,"113,000",12,1,2022,84.83,11,665,아리수로93가길,00025,00000,4172210,02,11740,11740,11000,강일동
서울,202201,강동구, ,고덕센트럴IPARK,11740-4675,0513,0000,2019, , ,"130,000",14,1,2022,59.91,6,513,고덕로80길,00099,00000,4172034,01,11740,11740,10300,상일동
서울,202201,강동구, ,고덕롯데캐슬베네루체,11740-4672,0514,0000,2019, , ,"126,000",15,1,2022,59.981,8,514,상암로79길,00088,00000,4172145,00,11740,11740,10300,상일동
서울,202201,강동구, ,고덕리엔파크2단지,11740-3004,0717,0000,2011, , ,"110,000",19,1,2022,84.83,9,717,고덕로,00427,00000,3124001,05,11740,11740,11000,강일동
서울,202201,강동구, ,고덕아르테온,11740-4692,0519,0000,2020, , ,"161,500",9,1,2022,84.97,13,519,고덕로,00360,00000,3124001,01,11740,11740,10300,상일동
서울,202201,강동구, ,고덕주공9,11740-1,0257,0000,1985, , ,"135,000",12,1,2022,83.34,8,257,상암로,00251,00000,3124003,01,11740,11740,10100,명일동
서울,202201,강동구, ,고덕자이,11740-4799,0521,0000,2021, , ,"150,000",10,1,2022,74.3069,23,521,상일로,00055,00000,3124004,01,11740,11740,10300,상일동
서울,202201,강동구, ,래미안강동팰리스,11740-4289,0571,0000,2017, , ,"160,000",7,1,2022,84.97,33,571,천호대로,01077,00000,2000008,00,11740,11740,10900,천호동
서울,202201,강동구, ,성내스테이,11740-4452,0549,0005,2018, , ,"67,000",15,1,2022,52.57,10,549-5,성내로,00054,00000,3124006,00,11740,11740,10800,성내동
서울,202201,강동구, ,래미안강동팰리스,11740-4289,0571,0000,2017, , ,"165,000",24,1,2022,84.97,40,571,천호대로,01077,00000,2000008,00,11740,11740,10900,천호동
서울,202201,강동구, ,강변그대가리버뷰,11740-2628,0568,0000,2007, , ,"148,500",28,1,2022,84.99,15,568,올림픽로89길,00058,00000,4172299,01,11740,11740,10900,천호동
서울,202201,강동구, ,강동큐브,11740-3323,0456,0003,2013, , ,"15,700",26,1,2022,12.49,16,456-3,천호대로175길,00016,00000,4172385,01,11740,11740,10500,길동
서울,202201,강동구, ,둔촌하이츠,11740-77,0545,0000,1998, ,22.03.31,"95,000",7,1,2022,59.79,12,545,명일로,00113,00000,3124002,03,11740,11740,10600,둔촌동
서울,202201,강동구, ,신세대빌라트,11740-52,0351,0002,1999, , ,"58,000",27,1,2022,180.17,7,351-2,천중로,00220,00000,3124009,01,11740,11740,10500,길동
서울,202201,강동구, ,두산위브센티움,11740-343,0414,0000,2004, , ,"15,000",25,1,2022,31.97,3,414,올림픽로70길,00061,00000,4172287,01,11740,11740,10900,천호동
서울,202201,강동구, ,래미안강동팰리스,11740-4289,0571,0000,2017, , ,"142,000",12,1,2022,59.98,18,571,천호대로,01077,00000,2000008,00,11740,11740,10900,천호동
서울,202201,강동구, ,강동큐브(2차),11740-3349,0415,0013,2013, , ,"10,300",22,1,2022,14.32,6,415-13,진황도로,00085,00000,3124008,01,11740,11740,10500,길동
서울,202201,강동구, ,에스아이팰리스센트럴성내,11740-4828,0548,0004,2021, , ,"23,700",21,1,2022,14.04,13,548-4,성내로,00064,00000,3124006,01,11740,11740,10800,성내동
서울,202201,강동구, ,에스아이팰리스센트럴성내,11740-4828,0548,0004,2021, , ,"23,300",21,1,2022,14.04,10,548-4,성내로,00064,00000,3124006,01,11740,11740,10800,성내동
서울,202201,강동구, ,강동렘브란트,11740-3473,0457,0001,2014, , ,"11,000",22,1,2022,15.86,12,457-1,천호대로177길,00009,00000,4172387,01,11740,11740,10500,길동
서울,202201,강동구, ,강동렘브란트,11740-3473,0457,0001,2014, , ,"11,000",20,1,2022,15.86,11,457-1,천호대로177길,00009,00000,4172387,01,11740,11740,10500,길동
서울,202201,강동구, ,청광플러스원(큐브1차),11740-3273,0387,0005,2012, , ,"12,700",20,1,2022,16.685,6,387-5,천중로42길,00070,00000,4172350,01,11740,11740,10500,길동
서울,202201,강동구, ,강동큐브(2차),11740-3349,0415,0013,2013, , ,"13,500",20,1,2022,12.52,6,415-13,진황도로,00085,00000,3124008,01,11740,11740,10500,길동
서울,202201,강동구, ,엘림스퀘어II,11740-4554,0416,0012,2019, , ,"17,600",17,1,2022,17.58,12,416-12,구천면로24길,00009,00000,4172051,01,11740,11740,10900,천호동
서울,202201,강동구, ,현대웰하임(201동),11740-3163,0343,0002,2012, , ,"8,000",4,1,2022,14.468,4,343-2,천중로49가길,00056,00000,4172354,01,11740,11740,10500,길동
서울,202201,강동구, ,다성이즈빌(주상복합),11740-3711,0388,0007,2015, ,22.02.17,"34,500",7,1,2022,36.35,13,388-7,천중로42길,00069,00000,4172350,01,11740,11740,10500,길동
서울,202201,강동구, ,강동와이시티,11740-3474,0414,0004,2014, , ,"11,400",6,1,2022,13.97,17,414-4,천호대로175길,00042,00000,4172385,01,11740,11740,10500,길동
서울,202201,강동구, ,에이치비골드빌(103동),11740-359,0384,0005,2004, , ,"75,000",6,1,2022,78.13,11,384-5,성안로,00170,00000,3124007,01,11740,11740,10500,길동
서울,202201,강북구, ,경남아너스빌(1356-0),11305-47,1356,0000,2003, , ,"89,000",30,1,2022,114.922,12,1356,오패산로30길,00030,00000,4124400,01,11305,11305,10100,미아동
서울,202201,강북구, ,기산그린,11305-16,0191,0000,2000, , ,"63,000",26,1,2022,84.94,8,191,월계로37길,00137,00000,4124462,01,11305,11305,10200,번동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"84,000",25,1,2022,84.86,22,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,정원,11305-3700,0282,0020,2006, ,22.02.18,"13,000",20,1,2022,37.16,5,282-20,4.19로1길,00033,00000,4124619,01,11305,11305,10300,수유동
서울,202201,강북구, ,수유프리미어엠,11305-5110,0048,0008,2016, , ,"10,100",20,1,2022,15.13,7,48-8,덕릉로,00076,00000,3000004,00,11305,11305,10300,수유동
서울,202201,강북구, ,정원,11305-3700,0282,0020,2006, ,22.02.17,"15,000",20,1,2022,37.16,5,282-20,4.19로1길,00033,00000,4124619,01,11305,11305,10300,수유동
서울,202201,강북구, ,성덕,11305-56,0050,0082,2003, , ,"37,000",22,1,2022,62.91,6,50-82,수유로12길,00043,00000,4124379,01,11305,11305,10300,수유동
서울,202201,강북구, ,주공4단지,11305-25,0234,0000,1991, , ,"75,000",17,1,2022,76.51,6,234,오현로,00207,00000,3108004,02,11305,11305,10200,번동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"85,000",29,1,2022,84.92,7,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,수유벽산1차,11305-33,0205,0000,1993, , ,"74,000",17,1,2022,84.95,11,205,삼각산로,00143,00001,3108001,01,11305,11305,10300,수유동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"80,400",11,1,2022,84.76,8,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,래미안트리베라1단지,11305-4123,0813,0000,2010, , ,"104,700",19,1,2022,84.97,10,813,삼양로19길,00025,00000,4124223,01,11305,11305,10100,미아동
서울,202201,강북구, ,푸르지오시티,11305-4711,0160,0003,2014, , ,"12,000",27,1,2022,18.6479,20,160-3,도봉로,00290,00000,3005039,01,11305,11305,10100,미아동
서울,202201,강북구, ,수유역두산위브1,11305-4064,0410,0000,2009, , ,"82,500",14,1,2022,84.9909,5,410,덕릉로41길,00012,00000,4124047,01,11305,11305,10200,번동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"71,000",4,1,2022,59.98,11,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,푸르지오시티,11305-4711,0160,0003,2014, , ,"29,000",17,1,2022,37.4389,19,160-3,도봉로,00290,00000,3005039,01,11305,11305,10100,미아동
서울,202201,강북구, ,수유벽산2차,11305-34,0648,0000,1994, , ,"46,000",10,1,2022,57.46,3,648,삼각산로,00143,00001,3108001,01,11305,11305,10300,수유동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"70,000",15,1,2022,59.98,10,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,래미안수유,11305-35,0730,0000,2001, , ,"84,500",10,1,2022,84.993,14,730,한천로159길,00008,00000,4124582,01,11305,11305,10300,수유동
서울,202201,강북구, ,수유역하이씨티,11305-4704,0733,0000,2014, , ,"10,700",11,1,2022,12.01,11,733,도봉로71가길,00016,00000,4124129,01,11305,11305,10300,수유동
서울,202201,강북구, ,에스케이북한산시티,11305-6,1353,0000,2004, , ,"81,000",14,1,2022,84.86,18,1353,솔샘로,00174,00000,3005042,01,11305,11305,10100,미아동
서울,202201,강북구, ,오동공원현대,11305-22,0760,0000,2001, , ,"75,000",4,1,2022,84.7848,10,760,오현로31길,00089,00000,4124443,01,11305,11305,10200,번동
서울,202201,강서구, ,동일스위트리버2차,11500-5893,0895,0000,2009, , ,"61,000",13,1,2022,59.47,2,895,금낭화로24가길,00006,00000,4145238,01,11500,11500,10900,방화동
서울,202201,강서구, ,루체비스타,11500-7668,0897,0002,2017, , ,"20,800",10,1,2022,23.66,8,897-2,강서로10길,00019,00000,4145016,00,11500,11500,10300,화곡동
서울,202201,강서구, ,강서동도센트리움,11500-6622,1161,0000,2012, , ,"9,500",20,1,2022,14.677,6,1161,공항대로46길,00028,00000,4145190,01,11500,11500,10300,화곡동
서울,202201,강서구, ,마곡수명산파크4단지,11500-5437,0753,0000,2008, , ,"93,000",29,1,2022,59.84,10,753,수명로1길,00016,00000,4145381,01,11500,11500,10600,내발산동
서울,202201,강서구, ,태영방송인,11500-105,1140,0000,2000, , ,"58,000",27,1,2022,114.81,2,1140,등촌로13자길,00074,00000,4145296,01,11500,11500,10300,화곡동
서울,202201,강서구, ,명지해드는터,11500-5123,0473,0004,2005, , ,"65,000",26,1,2022,79.7,7,473-4,등촌로13아길,00044,00000,4145295,01,11500,11500,10300,화곡동
서울,202201,강서구, ,프라임하우스(916-9),11500-6678,0916,0009,2013, , ,"20,000",26,1,2022,34.32,9,916-9,월정로20길,00082,00000,4145444,01,11500,11500,10300,화곡동
서울,202201,강서구, ,스위트드림아파트,11500-7910,1168,0000,2019, , ,"48,000",29,1,2022,50.91,7,1168,화곡로21길,00071,00001,4145502,00,11500,11500,10300,화곡동
서울,202201,강서구, ,마곡힐스테이트,11500-7244,0725,0001,2017, , ,"150,000",27,1,2022,84.98,6,725-1,마곡중앙3로,00074,00000,3155050,01,11500,11500,10500,마곡동
서울,202201,강서구, ,프라임하우스(925-17),11500-6787,0925,0017,2013, , ,"23,000",25,1,2022,37.18,8,925-17,월정로20길,00068,00006,4145444,01,11500,11500,10300,화곡동
서울,202201,강서구, ,일신건영휴먼빌,11500-353,1496,0000,2004, , ,"117,000",27,1,2022,84.95,15,1496,강서로,00490,00000,3115001,03,11500,11500,10400,가양동
서울,202201,강서구, ,근상프리즘(957-1),11500-336,0957,0001,2003, , ,"46,500",21,1,2022,82.65,2,957-1,까치산로,00152,00000,3115003,01,11500,11500,10300,화곡동
서울,202201,강서구, ,성재센트리움아파트,11500-7276,0143,0006,2016, , ,"19,000",24,1,2022,25.18,5,143-6,화곡로,00176,00019,3005069,02,11500,11500,10300,화곡동
서울,202201,강서구, ,염창동예성그린캐슬,11500-5101,0242,0008,2005, , ,"75,000",17,1,2022,84.99,10,242-8,양천로65길,00046,00000,4145419,01,11500,11500,10100,염창동
