주택관리번호,공고번호,모델번호,주택형,거주코드,거주지역,최저당첨가점,최고당첨가점,평균당첨가점
"2025000004","2025000004","01","059.9973A","01","해당지역",,,
"2025000004","2025000004","01","059.9973A","02","기타지역",,,
"2025000004","2025000004","02","059.9957B","01","해당지역",,,
"2025000004","2025000004","02","059.9957B","02","기타지역",,,
"2025000004","2025000004","03","075.9281A","01","해당지역",,,
"2025000004","2025000004","03","075.9281A","02","기타지역",,,
"2025000004","2025000004","04","084.6964A","01","해당지역",,,
"2025000004","2025000004","04","084.6964A","02","기타지역",,,
"2025000004","2025000004","05","084.9963B","01","해당지역",,,
"2025000004","2025000004","05","084.9963B","02","기타지역",,,
"2025000001","2025000001","01","059.9800A","01","해당지역","69","74","70.29"
"2025000001","2025000001","01","059.9800A","02","기타지역","0","0","0"
"2025000001","2025000001","02","059.9500B","01","해당지역","69","77","71.17"
"2025000001","2025000001","02","059.9500B","02","기타지역","0","0","0"
"2025000001","2025000001","03","059.7800C","01","해당지역","69","69","69"
"2025000001","2025000001","03","059.7800C","02","기타지역","0","0","0"
"2025000001","2025000001","04","084.7300A","01","해당지역","69","72","69.83"
"2025000001","2025000001","04","084.7300A","02","기타지역","0","0","0"
"2025000001","2025000001","05","084.6800B","01","해당지역","69","74","69.28"
"2025000001","2025000001","05","084.6800B","02","기타지역","0","0","0"
"2025000001","2025000001","06","084.9200C","01","해당지역","69","70","69.33"
"2025000001","2025000001","06","084.9200C","02","기타지역","0","0","0"
"2025000001","2025000001","07","084.9700D","01","해당지역","69","79","70.23"
"2025000001","2025000001","07","084.9700D","02","기타지역","0","0","0"
"2025000001","2025000001","08","084.9200E","01","해당지역","69","74","71"
"2025000001","2025000001","08","084.9200E","02","기타지역","0","0","0"
"2025000001","2025000001","09","106.9700A","01","해당지역","69","74","70.57"
"2025000001","2025000001","09","106.9700A","02","기타지역","0","0","0"
"2025000001","2025000001","10","106.8100B","01","해당지역","69","72","69.26"
"2025000001","2025000001","10","106.8100B","02","기타지역","0","0","0"
"2025000001","2025000001","11","120.6300 ","01","해당지역","69","70","69.25"
"2025000001","2025000001","11","120.6300 ","02","기타지역","0","0","0"
"2024000751","2024000751","01","039.7744A","01","해당지역","50","64","57.5"
"2024000751","2024000751","01","039.7744A","02","기타지역","0","0","0"
"2024000751","2024000751","02","059.9750A","01","해당지역","56","63","59.43"
"2024000751","2024000751","02","059.9750A","02","기타지역","0","0","0"
"2024000751","2024000751","03","059.9966B","01","해당지역","56","63","59"
"2024000751","2024000751","03","059.9966B","02","기타지역","0","0","0"
"2024000751","2024000751","04","059.9908C","01","해당지역","59","82","63.25"
"2024000751","2024000751","04","059.9908C","02","기타지역","0","0","0"
"2024000751","2024000751","05","059.7905D","01","해당지역","58","69","61.89"
"2024000751","2024000751","05","059.7905D","02","기타지역","0","0","0"
"2024000751","2024000751","06","084.9195A","01","해당지역","65","79","68.88"
"2024000751","2024000751","06","084.9195A","02","기타지역","0","0","0"
"2024000751","2024000751","07","084.9492B","01","해당지역","61","70","64.45"
"2024000751","2024000751","07","084.9492B","02","기타지역","0","0","0"
"2024000751","2024000751","08","084.9492C","01","해당지역","67","69","68"
"2024000751","2024000751","08","084.9492C","02","기타지역","0","0","0"
"2024000751","2024000751","09","084.9122D","01","해당지역","58","84","62.59"
"2024000751","2024000751","09","084.9122D","02","기타지역","0","0","0"
"2024000751","2024000751","10","101.7553A","01","해당지역",,,
"2024000751","2024000751","10","101.7553A","02","기타지역",,,
"2024000751","2024000751","11","101.9865B","01","해당지역",,,
"2024000751","2024000751","11","101.9865B","02","기타지역",,,
"2024000751","2024000751","12","117.8332A","01","해당지역",,,
"2024000751","2024000751","12","117.8332A","02","기타지역",,,
"2024000751","2024000751","13","117.8441B","01","해당지역",,,
"2024000751","2024000751","13","117.8441B","02","기타지역",,,
"2024000750","2024000750","01","059.9957A","01","해당지역",,,
"2024000750","2024000750","01","059.9957A","02","기타지역",,,
"2024000750","2024000750","02","059.9734B","01","해당지역",,,
"2024000750","2024000750","02","059.9734B","02","기타지역",,,
"2024000750","2024000750","03","074.5847A","01","해당지역",,,
"2024000750","2024000750","03","074.5847A","02","기타지역",,,
"2024000750","2024000750","04","074.9026B","01","해당지역",,,
"2024000750","2024000750","04","074.9026B","02","기타지역",,,
"2024000750","2024000750","05","084.9350A","01","해당지역",,,
"2024000750","2024000750","05","084.9350A","02","기타지역",,,
"2024000750","2024000750","06","084.4955B","01","해당지역",,,
"2024000750","2024000750","06","084.4955B","02","기타지역",,,
"2024000747","2024000747","01","084.9680A","01","해당지역",,,
"2024000747","2024000747","01","084.9680A","02","기타지역",,,
"2024000747","2024000747","02","084.8642B","01","해당지역",,,
"2024000747","2024000747","02","084.8642B","02","기타지역",,,
"2024000747","2024000747","03","084.9904C","01","해당지역",,,
"2024000747","2024000747","03","084.9904C","02","기타지역",,,
"2024000747","2024000747","04","084.9636D","01","해당지역",,,
"2024000747","2024000747","04","084.9636D","02","기타지역",,,
"2024000747","2024000747","05","089.5130A","01","해당지역",,,
"2024000747","2024000747","05","089.5130A","02","기타지역",,,
"2024000747","2024000747","06","089.5204C","01","해당지역",,,
"2024000747","2024000747","06","089.5204C","02","기타지역",,,
"2024000742","2024000742","01","059.9385A","01","해당지역","33","59","42.32"
"2024000742","2024000742","01","059.9385A","02","기타지역","0","0","0"
"2024000742","2024000742","02","059.9385B","01","해당지역",,,
"2024000742","2024000742","02","059.9385B","02","기타지역",,,
"2024000733","2024000733","01","045.1533C","01","해당지역",,,
"2024000733","2024000733","01","045.1533C","02","기타지역",,,
"2024000733","2024000733","02","050.8273B","01","해당지역",,,
"2024000733","2024000733","02","050.8273B","02","기타지역",,,
"2024000733","2024000733","03","055.2035A","01","해당지역",,,
"2024000733","2024000733","03","055.2035A","02","기타지역",,,
"2024000732","2024000732","01","055.2035A","01","해당지역",,,
"2024000732","2024000732","01","055.2035A","02","기타지역",,,
"2024000732","2024000732","02","055.9035B","01","해당지역",,,
"2024000732","2024000732","02","055.9035B","02","기타지역",,,
"2024000732","2024000732","03","055.9095C","01","해당지역",,,
"2024000732","2024000732","03","055.9095C","02","기타지역",,,
"2024000731","2024000731","01","055.9035A","01","해당지역",,,
"2024000731","2024000731","01","055.9035A","02","기타지역",,,
"2024000731","2024000731","02","056.8275B","01","해당지역",,,
"2024000731","2024000731","02","056.8275B","02","기타지역",,,
"2024000731","2024000731","03","059.1790C","01","해당지역",,,
"2024000731","2024000731","03","059.1790C","02","기타지역",,,
"2024000730","2024000730","01","059.9200A","01","해당지역","50","64","54.85"
"2024000730","2024000730","01","059.9200A","02","기타지역","0","0","0"
"2024000730","2024000730","02","059.8900B","01","해당지역","44","64","49.13"
"2024000730","2024000730","02","059.8900B","02","기타지역","0","0","0"
"2024000730","2024000730","03","068.3700A","01","해당지역","32","32","32"
"2024000730","2024000730","03","068.3700A","02","기타지역","0","0","0"
"2024000730","2024000730","04","071.8500A","01","해당지역","50","67","56.76"
"2024000730","2024000730","04","071.8500A","02","기타지역","0","0","0"
"2024000730","2024000730","05","071.8100B","01","해당지역","50","65","55.29"
"2024000730","2024000730","05","071.8100B","02","기타지역","0","0","0"
"2024000730","2024000730","06","084.9100A","01","해당지역","60","74","63.6"
"2024000730","2024000730","06","084.9100A","02","기타지역","0","0","0"
"2024000730","2024000730","07","084.8400B","01","해당지역","51","60","54.56"
"2024000730","2024000730","07","084.8400B","02","기타지역","0","0","0"
"2024000730","2024000730","08","095.3400A","01","해당지역",,,
"2024000730","2024000730","08","095.3400A","02","기타지역",,,
"2024000729","2024000729","01","059.9800A","01","해당지역","48","65","51.71"
"2024000729","2024000729","01","059.9800A","02","기타지역","0","0","0"
"2024000729","2024000729","02","059.9600B","01","해당지역","35","48","42"
"2024000729","2024000729","02","059.9600B","02","기타지역","0","0","0"
"2024000729","2024000729","03","071.7900A","01","해당지역","48","67","53"
"2024000729","2024000729","03","071.7900A","02","기타지역","0","0","0"
"2024000729","2024000729","04","071.6800B","01","해당지역","37","49","40.8"
"2024000729","2024000729","04","071.6800B","02","기타지역","0","0","0"
"2024000729","2024000729","05","084.9100A","01","해당지역","52","69","56.08"
"2024000729","2024000729","05","084.9100A","02","기타지역","0","0","0"
"2024000729","2024000729","06","084.8200B","01","해당지역","37","64","43.54"
"2024000729","2024000729","06","084.8200B","02","기타지역","0","0","0"
"2024000729","2024000729","07","084.9700C","01","해당지역","37","58","42.69"
"2024000729","2024000729","07","084.9700C","02","기타지역","0","0","0"
"2024000729","2024000729","08","084.9600D","01","해당지역","60","75","66.75"
"2024000729","2024000729","08","084.9600D","02","기타지역","0","0","0"
"2024000729","2024000729","09","084.9800E","01","해당지역","44","63","54.88"
"2024000729","2024000729","09","084.9800E","02","기타지역","0","0","0"
"2024000727","2024000727","01","084.9688A","01","해당지역","34","58","40.09"
"2024000727","2024000727","01","084.9688A","02","기타지역","0","0","0"
"2024000727","2024000727","02","084.9959B","01","해당지역",,,
"2024000727","2024000727","02","084.9959B","02","기타지역",,,
"2024000727","2024000727","03","084.9909C","01","해당지역",,,
"2024000727","2024000727","03","084.9909C","02","기타지역",,,
"2024000727","2024000727","04","142.5550 ","01","해당지역",,,
"2024000727","2024000727","04","142.5550 ","02","기타지역",,,
"2024000726","2024000726","01","064.9286 ","01","해당지역",,,
"2024000726","2024000726","01","064.9286 ","02","기타지역",,,
"2024000726","2024000726","02","084.9972A","01","해당지역",,,
"2024000726","2024000726","02","084.9972A","02","기타지역",,,
"2024000726","2024000726","03","084.9556B","01","해당지역",,,
"2024000726","2024000726","03","084.9556B","02","기타지역",,,
"2024000725","2024000725","01","084.0000A","01","해당지역","57","69","61.39"
"2024000725","2024000725","01","084.0000A","02","기타지역","55","74","61.08"
"2024000725","2024000725","02","084.0000B","01","해당지역","49","70","54.57"
"2024000725","2024000725","02","084.0000B","02","기타지역","44","79","50.57"
"2024000725","2024000725","03","084.0000C","01","해당지역","52","65","57.45"
"2024000725","2024000725","03","084.0000C","02","기타지역","51","62","54.29"
"2024000725","2024000725","04","084.6770D","01","해당지역","58","64","60.25"
"2024000725","2024000725","04","084.6770D","02","기타지역","54","59","56.5"
"2024000725","2024000725","05","084.9695P","01","해당지역","66","66","66"
"2024000725","2024000725","05","084.9695P","02","기타지역","61","61","61"
"2024000725","2024000725","06","084.0000T","01","해당지역","69","69","69"
"2024000725","2024000725","06","084.0000T","02","기타지역","62","63","62.5"
"2024000723","2024000723","01","059.9510 ","01","해당지역","54","63","57.63"
"2024000723","2024000723","01","059.9510 ","02","기타지역","0","0","0"
"2024000723","2024000723","02","084.8250A","01","해당지역","42","70","50.72"
"2024000723","2024000723","02","084.8250A","02","기타지역","0","0","0"
"2024000723","2024000723","03","084.7869B","01","해당지역","33","54","40.91"
"2024000723","2024000723","03","084.7869B","02","기타지역","0","0","0"
"2024000723","2024000723","04","084.9814C","01","해당지역","34","56","41.27"
"2024000723","2024000723","04","084.9814C","02","기타지역","0","0","0"
"2024000723","2024000723","05","084.6480D","01","해당지역","28","61","38.75"
"2024000723","2024000723","05","084.6480D","02","기타지역","0","0","0"
"2024000723","2024000723","06","084.9766E","01","해당지역","38","38","38"
"2024000723","2024000723","06","084.9766E","02","기타지역","0","0","0"
"2024000723","2024000723","07","108.5700 ","01","해당지역",,,
"2024000723","2024000723","07","108.5700 ","02","기타지역",,,
"2024000723","2024000723","08","135.8434 ","01","해당지역",,,
"2024000723","2024000723","08","135.8434 ","02","기타지역",,,
"2024000723","2024000723","09","176.6225 ","01","해당지역",,,
"2024000723","2024000723","09","176.6225 ","02","기타지역",,,
"2024000718","2024000718","01","039.9450A","01","해당지역","55","81","64.5"
"2024000718","2024000718","01","039.9450A","02","기타지역","0","0","0"
"2024000718","2024000718","02","039.9328B","01","해당지역","51","64","56"
"2024000718","2024000718","02","039.9328B","02","기타지역","0","0","0"
"2024000718","2024000718","03","044.9648A","01","해당지역","59","69","64"
"2024000718","2024000718","03","044.9648A","02","기타지역","0","0","0"
"2024000718","2024000718","04","044.9002B","01","해당지역","64","69","65.67"
"2024000718","2024000718","04","044.9002B","02","기타지역","0","0","0"
"2024000718","2024000718","05","059.9636 ","01","해당지역","64","71","66.67"
"2024000718","2024000718","05","059.9636 ","02","기타지역","0","0","0"
"2024000718","2024000718","06","084.9464A","01","해당지역","60","74","64.43"
"2024000718","2024000718","06","084.9464A","02","기타지역","0","0","0"
"2024000718","2024000718","07","084.9005B","01","해당지역","50","67","55.4"
"2024000718","2024000718","07","084.9005B","02","기타지역","0","0","0"
"2024000718","2024000718","08","084.9214C","01","해당지역","54","64","58"
"2024000718","2024000718","08","084.9214C","02","기타지역","0","0","0"
"2024000718","2024000718","09","084.9723D","01","해당지역","46","57","50.14"
"2024000718","2024000718","09","084.9723D","02","기타지역","0","0","0"
"2024000718","2024000718","10","084.9898E","01","해당지역","57","64","60.43"
"2024000718","2024000718","10","084.9898E","02","기타지역","0","0","0"
"2024000718","2024000718","11","098.9477A","01","해당지역",,,
"2024000718","2024000718","11","098.9477A","02","기타지역",,,
"2024000718","2024000718","12","098.9772B","01","해당지역",,,
"2024000718","2024000718","12","098.9772B","02","기타지역",,,
"2024000718","2024000718","13","098.9105C","01","해당지역",,,
"2024000718","2024000718","13","098.9105C","02","기타지역",,,
"2024000718","2024000718","14","098.9375D","01","해당지역",,,
"2024000718","2024000718","14","098.9375D","02","기타지역",,,
"2024000718","2024000718","15","118.9048 ","01","해당지역",,,
"2024000718","2024000718","15","118.9048 ","02","기타지역",,,
"2024000715","2024000715","01","100.3104A","01","해당지역",,,
"2024000715","2024000715","01","100.3104A","02","기타지역",,,
"2024000715","2024000715","02","106.9887A","01","해당지역",,,
"2024000715","2024000715","02","106.9887A","02","기타지역",,,
"2024000715","2024000715","03","109.4462A","01","해당지역",,,
"2024000715","2024000715","03","109.4462A","02","기타지역",,,
"2024000715","2024000715","04","115.7199A","01","해당지역",,,
"2024000715","2024000715","04","115.7199A","02","기타지역",,,
"2024000715","2024000715","05","115.2342B","01","해당지역",,,
"2024000715","2024000715","05","115.2342B","02","기타지역",,,
"2024000715","2024000715","06","115.3063C","01","해당지역",,,
"2024000715","2024000715","06","115.3063C","02","기타지역",,,
"2024000715","2024000715","07","117.5979A","01","해당지역",,,
"2024000715","2024000715","07","117.5979A","02","기타지역",,,
"2024000715","2024000715","08","117.1900B","01","해당지역",,,
"2024000715","2024000715","08","117.1900B","02","기타지역",,,
"2024000714","2024000714","01","059.9941A","01","해당지역","41","56","45.9"
"2024000714","2024000714","01","059.9941A","02","기타지역","0","0","0"
"2024000714","2024000714","02","059.9843B","01","해당지역","27","34","30.38"
"2024000714","2024000714","02","059.9843B","02","기타지역","0","0","0"
"2024000714","2024000714","03","084.9905A","01","해당지역","44","72","51.2"
"2024000714","2024000714","03","084.9905A","02","기타지역","0","0","0"
"2024000714","2024000714","04","084.9923B","01","해당지역","45","62","50.05"
"2024000714","2024000714","04","084.9923B","02","기타지역","0","0","0"
"2024000714","2024000714","05","084.9921C","01","해당지역","46","62","51.67"
"2024000714","2024000714","05","084.9921C","02","기타지역","0","0","0"
"2024000714","2024000714","06","084.9921D","01","해당지역","42","64","49.63"
"2024000714","2024000714","06","084.9921D","02","기타지역","0","0","0"
"2024000714","2024000714","07","125.6353A","01","해당지역",,,
"2024000714","2024000714","07","125.6353A","02","기타지역",,,
"2024000714","2024000714","08","125.9654B","01","해당지역",,,
"2024000714","2024000714","08","125.9654B","02","기타지역",,,
"2024000713","2024000713","01","084.9323A","01","해당지역","60","71","64.75"
"2024000713","2024000713","01","084.9323A","02","기타지역","0","0","0"
"2024000713","2024000713","02","084.9234B","01","해당지역","54","64","57.35"
"2024000713","2024000713","02","084.9234B","02","기타지역","0","0","0"
"2024000713","2024000713","03","116.0494A","01","해당지역",,,
"2024000713","2024000713","03","116.0494A","02","기타지역",,,
"2024000713","2024000713","04","116.0265B","01","해당지역",,,
"2024000713","2024000713","04","116.0265B","02","기타지역",,,
"2024000713","2024000713","05","134.7221 ","01","해당지역",,,
"2024000713","2024000713","05","134.7221 ","02","기타지역",,,
"2024000713","2024000713","06","216.6983P","01","해당지역",,,
"2024000713","2024000713","06","216.6983P","02","기타지역",,,
"2024000713","2024000713","07","220.1022P","01","해당지역",,,
"2024000713","2024000713","07","220.1022P","02","기타지역",,,
"2024000712","2024000712","01","084.3216A","01","해당지역",,,
"2024000712","2024000712","01","084.3216A","02","기타지역",,,
"2024000712","2024000712","02","084.3216B","01","해당지역",,,
"2024000712","2024000712","02","084.3216B","02","기타지역",,,
"2024000710","2024000710","01","059.9945A","01","해당지역",,,
"2024000710","2024000710","01","059.9945A","02","기타지역",,,
"2024000710","2024000710","02","059.7603B","01","해당지역",,,
"2024000710","2024000710","02","059.7603B","02","기타지역",,,
"2024000710","2024000710","03","084.9764A","01","해당지역",,,
"2024000710","2024000710","03","084.9764A","02","기타지역",,,
"2024000710","2024000710","04","084.9779B","01","해당지역",,,
"2024000710","2024000710","04","084.9779B","02","기타지역",,,
"2024000710","2024000710","05","084.9861C","01","해당지역",,,
"2024000710","2024000710","05","084.9861C","02","기타지역",,,
"2024000706","2024000706","01","075.9493A","01","해당지역","0","0","0"
"2024000706","2024000706","01","075.9493A","02","기타지역","52","67","56.3"
"2024000706","2024000706","02","075.9347B","01","해당지역",,,
"2024000706","2024000706","02","075.9347B","02","기타지역",,,
"2024000706","2024000706","03","075.9347C","01","해당지역","27","58","39"
"2024000706","2024000706","03","075.9347C","02","기타지역","0","0","0"
"2024000706","2024000706","04","084.9715A","01","해당지역","0","0","0"
"2024000706","2024000706","04","084.9715A","02","기타지역","47","84","56.07"
"2024000706","2024000706","05","084.9413B","01","해당지역","0","0","0"
"2024000706","2024000706","05","084.9413B","02","기타지역","44","69","50.42"
"2024000706","2024000706","06","084.9684C","01","해당지역","0","0","0"
"2024000706","2024000706","06","084.9684C","02","기타지역","19","69","33.56"
"2024000706","2024000706","07","084.9684D","01","해당지역",,,
"2024000706","2024000706","07","084.9684D","02","기타지역",,,
"2024000704","2024000704","01","119.2348A","01","해당지역",,,
"2024000704","2024000704","01","119.2348A","02","기타지역",,,
"2024000704","2024000704","02","119.1887B","01","해당지역",,,
"2024000704","2024000704","02","119.1887B","02","기타지역",,,
"2024000704","2024000704","03","119.4233C","01","해당지역",,,
"2024000704","2024000704","03","119.4233C","02","기타지역",,,
"2024000704","2024000704","04","119.4682D","01","해당지역",,,
"2024000704","2024000704","04","119.4682D","02","기타지역",,,
"2024000702","2024000702","01","059.9690 ","01","해당지역",,,
"2024000702","2024000702","01","059.9690 ","02","기타지역",,,
"2024000702","2024000702","01","059.9690 ","03","기타경기",,,
"2024000702","2024000702","02","084.9990 ","01","해당지역",,,
"2024000702","2024000702","02","084.9990 ","02","기타지역",,,
"2024000702","2024000702","02","084.9990 ","03","기타경기",,,
"2024000701","2024000701","01","084.9728A","01","해당지역",,,
"2024000701","2024000701","01","084.9728A","02","기타지역",,,
"2024000701","2024000701","02","084.9704B","01","해당지역",,,
"2024000701","2024000701","02","084.9704B","02","기타지역",,,
"2024000701","2024000701","03","110.4198 ","01","해당지역",,,
"2024000701","2024000701","03","110.4198 ","02","기타지역",,,
"2024000699","2024000699","01","059.9840A","01","해당지역",,,
"2024000699","2024000699","01","059.9840A","02","기타지역",,,
"2024000699","2024000699","02","059.6290B","01","해당지역",,,
"2024000699","2024000699","02","059.6290B","02","기타지역",,,
"2024000699","2024000699","03","059.9560C","01","해당지역",,,
"2024000699","2024000699","03","059.9560C","02","기타지역",,,
"2024000699","2024000699","04","059.9440D","01","해당지역",,,
"2024000699","2024000699","04","059.9440D","02","기타지역",,,
"2024000699","2024000699","05","059.9910E","01","해당지역",,,
"2024000699","2024000699","05","059.9910E","02","기타지역",,,
"2024000699","2024000699","06","059.9770F","01","해당지역",,,
"2024000699","2024000699","06","059.9770F","02","기타지역",,,
"2024000699","2024000699","07","084.3850A","01","해당지역","0","0","0"
"2024000699","2024000699","07","084.3850A","02","기타지역","32","32","32"
"2024000699","2024000699","08","084.9200B","01","해당지역",,,
"2024000699","2024000699","08","084.9200B","02","기타지역",,,
"2024000699","2024000699","09","084.9290C","01","해당지역",,,
"2024000699","2024000699","09","084.9290C","02","기타지역",,,
"2024000699","2024000699","10","084.8040D","01","해당지역",,,
"2024000699","2024000699","10","084.8040D","02","기타지역",,,
"2024000699","2024000699","11","084.8430E","01","해당지역",,,
"2024000699","2024000699","11","084.8430E","02","기타지역",,,
"2024000699","2024000699","12","099.9350 ","01","해당지역",,,
"2024000699","2024000699","12","099.9350 ","02","기타지역",,,
"2024000698","2024000698","01","059.6311 ","01","해당지역",,,
"2024000698","2024000698","01","059.6311 ","02","기타지역",,,
"2024000698","2024000698","02","076.7810 ","01","해당지역",,,
"2024000698","2024000698","02","076.7810 ","02","기타지역",,,
"2024000698","2024000698","03","084.4218A","01","해당지역",,,
"2024000698","2024000698","03","084.4218A","02","기타지역",,,
"2024000698","2024000698","04","084.6382B","01","해당지역",,,
"2024000698","2024000698","04","084.6382B","02","기타지역",,,
"2024000698","2024000698","05","112.4310 ","01","해당지역",,,
"2024000698","2024000698","05","112.4310 ","02","기타지역",,,
"2024000695","2024000695","01","059.9866A","01","해당지역",,,
"2024000695","2024000695","01","059.9866A","02","기타지역",,,
"2024000695","2024000695","01","059.9866A","03","기타경기",,,
"2024000695","2024000695","02","059.9933B","01","해당지역",,,
"2024000695","2024000695","02","059.9933B","02","기타지역",,,
"2024000695","2024000695","02","059.9933B","03","기타경기",,,
"2024000695","2024000695","03","084.9738A","01","해당지역",,,
"2024000695","2024000695","03","084.9738A","02","기타지역",,,
"2024000695","2024000695","03","084.9738A","03","기타경기",,,
"2024000695","2024000695","04","084.9952B","01","해당지역",,,
"2024000695","2024000695","04","084.9952B","02","기타지역",,,
"2024000695","2024000695","04","084.9952B","03","기타경기",,,
"2024000695","2024000695","05","119.9817A","01","해당지역",,,
"2024000695","2024000695","05","119.9817A","02","기타지역",,,
"2024000695","2024000695","05","119.9817A","03","기타경기",,,
"2024000695","2024000695","06","119.9818B","01","해당지역",,,
"2024000695","2024000695","06","119.9818B","02","기타지역",,,
"2024000695","2024000695","06","119.9818B","03","기타경기",,,
"2024000692","2024000692","01","059.8424A","01","해당지역","57","69","60.93"
"2024000692","2024000692","01","059.8424A","02","기타지역","0","0","0"
"2024000692","2024000692","02","059.9254B","01","해당지역","56","69","60.27"
"2024000692","2024000692","02","059.9254B","02","기타지역","0","0","0"
"2024000692","2024000692","03","059.9519C","01","해당지역","60","69","64.22"
"2024000692","2024000692","03","059.9519C","02","기타지역","0","0","0"
"2024000692","2024000692","04","084.9828 ","01","해당지역","61","69","63.86"
"2024000692","2024000692","04","084.9828 ","02","기타지역","0","0","0"
"2024000688","2024000688","01","059.5700A","01","해당지역","63","69","66.33"
"2024000688","2024000688","01","059.5700A","02","기타지역","0","0","0"
"2024000688","2024000688","02","059.5400B","01","해당지역","59","66","63.25"
"2024000688","2024000688","02","059.5400B","02","기타지역","0","0","0"
"2024000688","2024000688","03","084.9400A","01","해당지역","60","69","63.39"
"2024000688","2024000688","03","084.9400A","02","기타지역","0","0","0"
"2024000688","2024000688","04","084.7100B","01","해당지역","61","78","65.5"
"2024000688","2024000688","04","084.7100B","02","기타지역","0","0","0"
"2024000688","2024000688","05","084.9800C","01","해당지역","61","74","64.64"
"2024000688","2024000688","05","084.9800C","02","기타지역","0","0","0"
"2024000686","2024000686","01","084.9949 ","01","해당지역",,,
"2024000686","2024000686","01","084.9949 ","02","기타지역",,,
"2024000686","2024000686","02","099.9744 ","01","해당지역",,,
"2024000686","2024000686","02","099.9744 ","02","기타지역",,,
"2024000679","2024000679","01","051.4060A","01","해당지역","67","71","68.5"
"2024000679","2024000679","01","051.4060A","02","기타지역","0","0","0"
"2024000679","2024000679","02","051.5920B","01","해당지역","68","72","69.11"
"2024000679","2024000679","02","051.5920B","02","기타지역","0","0","0"
"2024000679","2024000679","03","059.8390A","01","해당지역","74","74","74"
"2024000679","2024000679","03","059.8390A","02","기타지역","0","0","0"
"2024000679","2024000679","04","059.8320B","01","해당지역","69","71","70"
"2024000679","2024000679","04","059.8320B","02","기타지역","0","0","0"
"2024000675","2024000675","01","037.8900 ","01","해당지역",,,
"2024000675","2024000675","01","037.8900 ","02","기타지역",,,
"2024000675","2024000675","02","049.9500 ","01","해당지역",,,
"2024000675","2024000675","02","049.9500 ","02","기타지역",,,
"2024000675","2024000675","03","052.8600 ","01","해당지역",,,
"2024000675","2024000675","03","052.8600 ","02","기타지역",,,
"2024000675","2024000675","04","059.9500A","01","해당지역",,,
"2024000675","2024000675","04","059.9500A","02","기타지역",,,
"2024000675","2024000675","05","059.9800B","01","해당지역",,,
"2024000675","2024000675","05","059.9800B","02","기타지역",,,
"2024000675","2024000675","06","074.9900A","01","해당지역","27","55","37.87"
"2024000675","2024000675","06","074.9900A","02","기타지역","0","0","0"
"2024000675","2024000675","07","074.9500B","01","해당지역",,,
"2024000675","2024000675","07","074.9500B","02","기타지역",,,
"2024000675","2024000675","08","074.9600C","01","해당지역",,,
"2024000675","2024000675","08","074.9600C","02","기타지역",,,
"2024000675","2024000675","09","084.9600A","01","해당지역","56","56","56"
"2024000675","2024000675","09","084.9600A","02","기타지역","0","0","0"
"2024000675","2024000675","10","084.9500B","01","해당지역",,,
"2024000675","2024000675","10","084.9500B","02","기타지역",,,
"2024000675","2024000675","11","084.9600C","01","해당지역","0","0","0"
"2024000675","2024000675","11","084.9600C","02","기타지역","40","40","40"
"2024000675","2024000675","12","084.9600D","01","해당지역",,,
"2024000675","2024000675","12","084.9600D","02","기타지역",,,
"2024000675","2024000675","13","111.9800 ","01","해당지역",,,
"2024000675","2024000675","13","111.9800 ","02","기타지역",,,
"2024000672","2024000672","01","044.9400 ","01","해당지역","69","69","69"
"2024000672","2024000672","01","044.9400 ","02","기타지역","0","0","0"
"2024000672","2024000672","02","059.9800 ","01","해당지역","69","74","70.79"
"2024000672","2024000672","02","059.9800 ","02","기타지역","0","0","0"
"2024000672","2024000672","03","075.9800A","01","해당지역","69","74","70.63"
"2024000672","2024000672","03","075.9800A","02","기타지역","0","0","0"
"2024000672","2024000672","04","075.9200B","01","해당지역","69","69","69"
"2024000672","2024000672","04","075.9200B","02","기타지역","0","0","0"
"2024000672","2024000672","05","084.9500D","01","해당지역","70","78","73.6"
"2024000672","2024000672","05","084.9500D","02","기타지역","0","0","0"
"2024000672","2024000672","06","144.6600 ","01","해당지역","72","74","73"
"2024000672","2024000672","06","144.6600 ","02","기타지역","0","0","0"
"2024000671","2024000671","01","059.9028A","01","해당지역",,,
"2024000671","2024000671","01","059.9028A","02","기타지역",,,
"2024000671","2024000671","02","074.9454A","01","해당지역",,,
"2024000671","2024000671","02","074.9454A","02","기타지역",,,
"2024000671","2024000671","03","074.9825B","01","해당지역",,,
"2024000671","2024000671","03","074.9825B","02","기타지역",,,
"2024000671","2024000671","04","084.9802A","01","해당지역",,,
"2024000671","2024000671","04","084.9802A","02","기타지역",,,
"2024000671","2024000671","05","084.9557B","01","해당지역",,,
"2024000671","2024000671","05","084.9557B","02","기타지역",,,
"2024000668","2024000668","01","053.9578 ","01","해당지역","52","63","56"
"2024000668","2024000668","01","053.9578 ","02","기타지역","0","0","0"
"2024000668","2024000668","02","059.9833 ","01","해당지역","47","69","54.16"
"2024000668","2024000668","02","059.9833 ","02","기타지역","0","0","0"
"2024000668","2024000668","03","077.9155A","01","해당지역","45","68","53.25"
"2024000668","2024000668","03","077.9155A","02","기타지역","0","0","0"
"2024000668","2024000668","04","084.8435A","01","해당지역","56","68","61.2"
"2024000668","2024000668","04","084.8435A","02","기타지역","0","0","0"
"2024000668","2024000668","05","084.8447B","01","해당지역","60","79","69.5"
