공급지역코드,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,순위,거주지역,접수건수,경쟁률,최저당첨가점,토픽 1,토픽 2,토픽 3,토픽 4,토픽 5,토픽 6,토픽 7,전용면적,공급금액(최고가 기준),법정동코드,전용면적당 시세차익
400,N,N,N,N,N,N,N,1순위,해당지역,202,12.63,50.0,0.0149666666666666,0.0434333333333333,0.2623999999999999,0.1469,0.2583,0.0012666666666666,0.2727666666666666,71.81,632000000.0,2818510100.0,8800631.639470346
400,N,N,N,N,N,N,N,1순위,해당지역,0,27.7,60.0,0.0149666666666666,0.0434333333333333,0.2623999999999999,0.1469,0.2583,0.0012666666666666,0.2727666666666666,84.91,725000000.0,2818510100.0,8538081.47269481
400,N,N,N,N,N,N,N,1순위,해당지역,478,12.58,51.0,0.0149666666666666,0.0434333333333333,0.2623999999999999,0.1469,0.2583,0.0012666666666666,0.2727666666666666,84.84,720000000.0,2818510100.0,8486191.935607783
410,N,N,Y,N,Y,N,Y,1순위,해당지역,21,1.62,27.0,0.2565333333333333,0.0845666666666666,0.5236666666666666,0.0015333333333333,0.0343333333333333,0.0977666666666666,0.0015333333333333,75.9347,591060000.0,4143011000.0,
100,N,N,N,Y,N,N,N,1순위,해당지역,132,13.2,55.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,39.945,587000000.0,1126010200.0,14694220.122289434
100,N,N,N,Y,N,N,N,1순위,해당지역,217,14.47,51.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,39.9328,575000000.0,1126010200.0,14398204.854441427
100,N,N,N,Y,N,N,N,1순위,해당지역,362,32.91,59.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,44.9648,655000000.0,1126010200.0,14565964.361836832
100,N,N,N,Y,N,N,N,1순위,해당지역,206,29.43,64.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,44.9002,657000000.0,1126010200.0,14631465.739994157
100,N,N,N,Y,N,N,N,1순위,해당지역,0,87.67,64.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,59.9636,980000000.0,1126010200.0,16342262.451429704
100,N,N,N,Y,N,N,N,1순위,해당지역,294,17.29,60.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,84.9464,1332000000.0,1126010200.0,15679490.37324961
100,N,N,N,Y,N,N,N,1순위,해당지역,262,7.28,50.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,84.9005,1329000000.0,1126010200.0,15652632.272952227
100,N,N,N,Y,N,N,N,1순위,해당지역,370,9.74,54.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,84.9214,1349000000.0,1126010200.0,15884291.658955887
100,N,N,N,Y,N,N,N,1순위,해당지역,125,7.81,46.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,84.9723,1327000000.0,1126010200.0,15615868.177163117
100,N,N,N,Y,N,N,N,1순위,해당지역,164,10.25,57.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,84.9898,1368000000.0,1126010200.0,16095063.387125341
410,N,N,N,Y,N,N,N,1순위,해당지역,27,3.0,50.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,59.9076,599600000.0,4136025021.0,10008169.540686784
410,N,N,N,Y,N,N,N,1순위,해당지역,71,1.82,32.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,59.8741,598700000.0,4136025021.0,9998737.967066709
410,N,N,N,Y,N,N,N,1순위,해당지역,21,1.24,28.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,59.9657,598900000.0,4136025021.0,9986798.853956234
410,N,N,Y,N,N,Y,N,1순위,해당지역,358,14.92,45.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,84.9508,536900000.0,4122012800.0,6319439.907444508
410,N,N,Y,N,N,Y,N,1순위,기타지역,149,16.33,47.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,84.9508,536900000.0,4122012800.0,6319439.907444508
410,N,N,Y,N,N,Y,N,1순위,해당지역,58,2.42,30.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,84.9927,531200000.0,4122012800.0,6249259.604925908
410,N,N,Y,N,N,Y,N,1순위,기타지역,24,1.77,31.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,84.9927,531200000.0,4122012800.0,6249259.604925908
100,N,N,N,Y,N,N,N,1순위,해당지역,660,18.86,57.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,59.8424,1089100000.0,1129011200.0,18198301.80783503
100,N,N,N,Y,N,N,N,1순위,해당지역,994,15.78,56.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,59.9254,1097400000.0,1129011200.0,18311600.074336614
100,N,N,N,Y,N,N,N,1순위,해당지역,0,26.83,60.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,59.9519,1057700000.0,1129011200.0,17641307.91720376
100,N,N,N,Y,N,N,N,1순위,해당지역,0,22.6,61.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,84.9828,1390000000.0,1129011200.0,16355082.110316737
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,0,175.78,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,44.94,1403700000.0,1165010100.0,31232823.5622578
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,0,686.91,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,59.98,1676300000.0,1165010100.0,27945492.80536554
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,0,183.82,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,75.98,2066000000.0,1165010100.0,27189209.737946644
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,0,161.38,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,75.92,2024300000.0,1165010100.0,26661436.84501908
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,0,825.57,70.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,84.95,2171200000.0,1165010100.0,25556407.45005483
100,Y,Y,Y,Y,N,N,N,1순위,해당지역,250,125.0,72.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,144.66,3841700000.0,1165010100.0,26554597.35641479
100,N,N,N,Y,N,N,N,1순위,해당지역,0,51.53,63.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,59.57,1140000000.0,1150010200.0,19136035.19606451
100,N,N,N,Y,N,N,N,1순위,해당지역,329,41.13,59.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,59.54,1124000000.0,1150010200.0,18876950.790407103
100,N,N,N,Y,N,N,N,1순위,해당지역,841,18.69,60.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,84.94,1422000000.0,1150010200.0,16740114.727028491
100,N,N,N,Y,N,N,N,1순위,해당지역,197,13.13,61.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,84.71,1454000000.0,1150010200.0,17163329.019245066
100,N,N,N,Y,N,N,N,1순위,해당지역,397,15.27,61.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,84.98,1445000000.0,1150010200.0,17002886.565530304
100,N,N,N,Y,N,N,N,1순위,해당지역,55,6.88,53.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,45.99,541900000.0,1154510300.0,11782217.51102833
100,N,N,N,Y,N,N,N,1순위,해당지역,219,10.43,56.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,59.96,689500000.0,1154510300.0,11498554.096076477
100,N,N,N,Y,N,N,N,1순위,해당지역,45,7.5,61.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,59.96,673900000.0,1154510300.0,11238380.647110501
100,N,N,N,Y,N,N,N,1순위,해당지역,26,6.5,53.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,59.9,676000000.0,1154510300.0,11284697.000472397
400,N,N,N,Y,N,N,N,1순위,해당지역,49,1.32,27.0,0.0448,0.001,0.0070666666666666,0.0291,0.3401,0.2824,0.2955,74.99,583900000.0,2817710300.0,7785996.267170326
400,N,N,N,Y,N,N,N,1순위,해당지역,12,12.0,56.0,0.0448,0.001,0.0070666666666666,0.0291,0.3401,0.2824,0.2955,84.96,624800000.0,2817710300.0,7353673.715186621
100,N,N,N,N,N,N,N,1순위,해당지역,0,213.37,66.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,59.8281,1038000000.0,1135010200.0,17348663.045054235
100,N,N,N,N,N,N,N,1순위,해당지역,377,19.84,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,72.1489,1165000000.0,1135010200.0,16146118.461555392
100,N,N,N,N,N,N,N,1순위,해당지역,71,23.67,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,72.1489,1131000000.0,1135010200.0,15674870.805665974
100,N,N,N,N,N,N,N,1순위,해당지역,70,14.0,58.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,72.1489,1131000000.0,1135010200.0,15674870.805665974
100,N,N,N,N,N,N,N,1순위,해당지역,449,22.45,63.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,74.9528,1214000000.0,1135010200.0,16195816.025247313
100,N,N,N,N,N,N,N,1순위,해당지역,107,15.29,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,74.9528,1190000000.0,1135010200.0,15875614.511761492
100,N,N,N,N,N,N,N,1순위,해당지역,57,19.0,69.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,74.9528,1184000000.0,1135010200.0,15795564.133390037
100,N,N,N,N,N,N,N,1순위,해당지역,0,16.16,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.3174,1390000000.0,1135010200.0,16484284.192784583
100,N,N,N,N,N,N,N,1순위,해당지역,0,36.76,64.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.6615,1414000000.0,1135010200.0,16700762.741064882
100,N,N,N,N,N,N,N,1순위,해당지역,188,9.4,50.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.3174,1363000000.0,1135010200.0,16164065.590218564
100,N,N,N,N,N,N,N,1순위,해당지역,128,6.1,58.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.3174,1363000000.0,1135010200.0,16164065.590218564
100,N,N,N,N,N,N,N,1순위,해당지역,244,12.2,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.6615,1386000000.0,1135010200.0,16370033.897375602
100,N,N,N,N,N,N,N,1순위,해당지역,255,12.14,57.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,84.6615,1386000000.0,1135010200.0,16370033.897375602
100,N,N,N,Y,N,N,N,1순위,해당지역,0,294.11,67.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,51.406,1084500000.0,1156011400.0,21095070.78026045
100,N,N,N,Y,N,N,N,1순위,해당지역,0,175.23,68.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,51.592,1062900000.0,1156011400.0,20600342.969771024
100,N,N,N,Y,N,N,N,1순위,해당지역,0,1440.0,74.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,59.839,1442300000.0,1156011400.0,24101321.38989521
100,N,N,N,Y,N,N,N,1순위,해당지역,0,500.17,69.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,59.832,1409800000.0,1156011400.0,23560953.711532455
410,N,N,N,Y,N,N,N,1순위,해당지역,70,5.0,52.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,53.9578,878900000.0,4117310100.0,16287720.741635514
410,N,N,N,Y,N,N,N,1순위,해당지역,904,8.07,47.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,59.9833,988100000.0,4117310100.0,16471983.828898314
410,N,N,N,Y,N,N,N,1순위,해당지역,682,7.58,45.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,77.9155,1247000000.0,4117310100.0,16003583.248009792
410,N,N,N,Y,N,N,N,1순위,해당지역,365,14.6,56.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,84.8435,1357000000.0,4117310100.0,15993219.475564433
410,N,N,N,Y,N,N,N,1순위,해당지역,101,20.2,60.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,84.8447,1379600000.0,4117310100.0,16259362.287257673
410,N,N,N,Y,N,N,N,1순위,해당지역,207,7.14,48.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,84.8969,1337700000.0,4117310100.0,15755824.614026302
410,N,N,N,Y,N,N,N,1순위,해당지역,37,3.7,37.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,84.9133,1335600000.0,4117310100.0,15728050.274212353
410,N,N,Y,N,Y,N,Y,1순위,해당지역,749,4.71,47.0,0.2109666666666666,0.5456333333333333,0.1518333333333333,0.0011333333333333,0.0881,0.0011333333333333,0.0011666666666666,84.9982,641650000.0,4141010800.0,7548330.568857844
410,N,N,Y,N,Y,N,Y,1순위,해당지역,473,2.96,34.0,0.2109666666666666,0.5456333333333333,0.1518333333333333,0.0011333333333333,0.0881,0.0011333333333333,0.0011666666666666,84.946,589230000.0,4141010800.0,6935871.558815821
410,N,N,N,Y,N,N,N,1순위,해당지역,47,4.7,49.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,39.5844,588600000.0,4117310400.0,14868581.267021738
410,N,N,N,Y,N,N,N,1순위,해당지역,299,1.75,34.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,59.9787,1089500000.0,4117310400.0,18163869.054797143
410,N,N,N,Y,N,N,N,1순위,해당지역,62,8.86,55.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,59.7652,1085200000.0,4117310400.0,18156811.116747804
410,N,N,N,Y,N,N,N,1순위,해당지역,28,2.8,37.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,74.3619,1402900000.0,4117310400.0,18864931.157433566
410,N,N,N,Y,N,N,N,1순위,해당지역,105,5.53,37.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,84.79,1574400000.0,4117310400.0,18567314.609218717
410,N,N,N,N,N,N,N,1순위,해당지역,113,7.53,50.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,59.7591,561700000.0,4128510700.0,9398905.478289284
410,N,N,N,N,N,N,N,1순위,해당지역,30,15.0,69.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,84.522,797800000.0,4128510700.0,9438462.83637458
410,N,N,N,N,N,N,N,1순위,해당지역,13,6.5,47.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,84.4895,802200000.0,4128510700.0,9494171.13486967
410,N,N,N,N,N,N,N,1순위,해당지역,122,2.14,37.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,84.522,795600000.0,4128510700.0,9412434.110125795
410,N,N,Y,N,N,Y,N,1순위,해당지역,89,2.87,45.0,0.0395666666666666,0.0007333333333333,0.0333333333333333,0.0163333333333333,0.2758666666666666,0.6245333333333333,0.0094666666666666,59.8712,380000000.0,4122010800.0,6346554.86243502
410,N,N,Y,N,N,Y,N,1순위,기타지역,33,2.33,33.0,0.0395666666666666,0.0007333333333333,0.0333333333333333,0.0163333333333333,0.2758666666666666,0.6245333333333333,0.0094666666666666,59.8712,380000000.0,4122010800.0,6346554.86243502
400,N,N,Y,N,N,Y,N,1순위,해당지역,232,3.87,38.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,84.9277,595000000.0,2826011300.0,7005635.808762272
400,N,N,Y,N,N,Y,N,1순위,해당지역,103,2.02,32.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,84.9501,568000000.0,2826011300.0,6685954.802079799
400,N,N,Y,N,N,Y,N,1순위,해당지역,419,9.52,47.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,84.9069,591000000.0,2826011300.0,6960241.664718365
400,N,N,Y,N,N,Y,N,1순위,해당지역,85,2.58,32.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,84.9339,591000000.0,2826011300.0,6958028.94098679
410,N,N,N,N,N,N,N,1순위,해당지역,400,5.13,48.0,0.0151333333333333,0.0008,0.0915666666666666,0.0008,0.2836333333333333,0.6072000000000001,0.0008,59.8372,449000000.0,4161025921.0,7503292.289808461
100,N,N,N,N,N,N,N,1순위,해당지역,82,16.4,54.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,59.3518,1295000000.0,1174010900.0,21817823.17938773
100,N,N,N,N,N,N,N,1순위,해당지역,45,9.0,50.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,59.1113,1280000000.0,1174010900.0,21652837.499212854
100,N,N,N,N,N,N,N,1순위,해당지역,27,3.86,49.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,75.7637,1548000000.0,1174010900.0,20430719.637492068
