공급규모,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,공급세대수,순위,접수건수,경쟁률,최저당첨가점,토픽 1,토픽 2,토픽 3,토픽 4,토픽 5,토픽 6,토픽 7,법정동코드,시세차익
800,N,N,N,Y,N,7,1순위,206,29.43,64.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,656955738.0188856
800,N,N,N,Y,N,21,1순위,0,87.67,64.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,979940888.7325503
800,N,N,N,Y,N,17,1순위,294,17.29,60.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,1331916261.0422108
800,N,N,N,Y,N,36,1순위,262,7.28,50.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,1328916306.2897804
800,N,N,N,Y,N,38,1순위,370,9.74,54.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,1348916285.6868565
800,N,N,N,Y,N,16,1순위,125,7.81,46.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,1326916235.5103576
800,N,N,N,Y,N,16,1순위,164,10.25,57.0,0.0974,0.2542333333333333,0.1107333333333333,0.0009666666666666,0.5347666666666666,0.0009333333333333,0.0009333333333333,1126010200.0,1367916218.2591054
348,N,N,N,Y,N,9,1순위,27,3.0,50.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,4136025021.0,599565417.5756476
348,N,N,N,Y,N,39,1순위,71,1.82,32.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,4136025021.0,598665436.9139488
348,N,N,N,Y,N,17,1순위,21,1.24,28.0,0.2033,0.0009666666666666,0.2452,0.0009666666666666,0.0009666666666666,0.4111666666666666,0.1374666666666666,4136025021.0,598865384.0366833
461,N,N,Y,N,N,80,1순위,358,14.92,45.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,4122012800.0,536841475.6893369
461,N,N,Y,N,N,80,1순위,149,16.33,47.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,4122012800.0,536841475.6893369
461,N,N,Y,N,N,79,1순위,58,2.42,30.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,4122012800.0,531141446.8235862
461,N,N,Y,N,N,79,1순위,24,1.77,31.0,0.2625666666666666,0.0006333333333333,0.0006333333333333,0.0034333333333333,0.0762666666666666,0.6036333333333334,0.0527,4122012800.0,531141446.8235862
509,N,N,N,Y,N,35,1순위,660,18.86,57.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,1129011200.0,1089030056.105187
509,N,N,N,Y,N,63,1순위,994,15.78,56.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,1129011200.0,1097329959.0946515
509,N,N,N,Y,N,90,1순위,0,26.83,60.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,1129011200.0,1057629928.1214082
509,N,N,N,Y,N,72,1순위,0,22.6,61.0,0.0010333333333333,0.157,0.2303666666666667,0.053,0.2197333333333333,0.2767,0.0622333333333333,1129011200.0,1389900671.9646251
140,Y,Y,Y,Y,N,9,1순위,0,175.78,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,1403603090.8878655
140,Y,Y,Y,Y,N,34,1순위,0,686.91,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,1676170658.465825
140,Y,Y,Y,Y,N,11,1순위,0,183.82,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,2065836155.8891861
140,Y,Y,Y,Y,N,8,1순위,0,161.38,69.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,2024136285.2738485
140,Y,Y,Y,Y,N,7,1순위,0,825.57,70.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,2171016812.882158
140,Y,Y,Y,Y,N,2,1순위,250,125.0,72.0,0.1389999999999999,0.2591666666666666,0.0578,0.3156666666666667,0.1186999999999999,0.0850666666666666,0.0245666666666666,1165010100.0,3841388053.5789638
274,N,N,N,Y,N,45,1순위,0,51.53,63.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,1150010200.0,1139933616.6295629
274,N,N,N,Y,N,8,1순위,329,41.13,59.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,1150010200.0,1123933650.060839
274,N,N,N,Y,N,45,1순위,841,18.69,60.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,1150010200.0,1421905344.9138
274,N,N,N,Y,N,15,1순위,197,13.13,61.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,1150010200.0,1453905601.2202494
274,N,N,N,Y,N,26,1순위,397,15.27,61.0,0.0960333333333333,0.0552,0.5214333333333333,0.0009333333333333,0.1950666666666666,0.1303,0.0009,1150010200.0,1444905300.3387654
78,N,N,N,Y,N,8,1순위,55,6.88,53.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,1154510300.0,541864183.3321929
78,N,N,N,Y,N,21,1순위,219,10.43,56.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,1154510300.0,689453303.6007456
78,N,N,N,Y,N,6,1순위,45,7.5,61.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,1154510300.0,673853303.6007457
78,N,N,N,Y,N,4,1순위,26,6.5,53.0,0.3753999999999999,0.0928,0.0740333333333333,0.0007666666666666,0.0007666666666666,0.1263999999999999,0.3298666666666667,1154510300.0,675953350.3282965
689,N,N,N,Y,N,37,1순위,49,1.32,27.0,0.0448,0.001,0.0070666666666666,0.0291,0.3401,0.2824,0.2955,2817710300.0,583871860.0751027
689,N,N,N,Y,N,1,1순위,12,12.0,56.0,0.0448,0.001,0.0070666666666666,0.0291,0.3401,0.2824,0.2955,2817710300.0,624768118.8422552
1856,N,N,N,N,N,19,1순위,0,213.37,66.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1037937547.5258093
1856,N,N,N,N,N,19,1순위,377,19.84,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1164924686.2709138
1856,N,N,N,N,N,3,1순위,71,23.67,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1130924686.2709138
1856,N,N,N,N,N,5,1순위,70,14.0,58.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1130924686.2709138
1856,N,N,N,N,N,20,1순위,449,22.45,63.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1213921759.3771567
1856,N,N,N,N,N,7,1순위,107,15.29,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1189921759.3771567
1856,N,N,N,N,N,3,1순위,57,19.0,69.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1183921759.3771567
1856,N,N,N,N,N,132,1순위,0,16.16,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1389911983.9966948
1856,N,N,N,N,N,132,1순위,0,36.76,64.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1413911624.8026645
1856,N,N,N,N,N,20,1순위,188,9.4,50.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1362911983.9966948
1856,N,N,N,N,N,21,1순위,128,6.1,58.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1362911983.9966948
1856,N,N,N,N,N,20,1순위,244,12.2,59.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1385911624.8026645
1856,N,N,N,N,N,21,1순위,255,12.14,57.0,0.2410666666666666,0.3317,0.0292,0.1111666666666666,0.157,0.0015,0.1284,1135010200.0,1385911624.8026645
111,N,N,N,Y,N,28,1순위,0,294.11,67.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,1156011400.0,1084413208.5300686
111,N,N,N,Y,N,22,1순위,0,175.23,68.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,1156011400.0,1062812894.4964266
111,N,N,N,Y,N,1,1순위,0,1440.0,74.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,1156011400.0,1442198970.6499393
111,N,N,N,Y,N,6,1순위,0,500.17,69.0,0.3004,0.3208,0.1565666666666666,0.2020999999999999,0.0011666666666666,0.0012,0.0177,1156011400.0,1409698982.4684098
570,N,N,N,Y,N,14,1순위,70,5.0,52.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,878849578.2330208
570,N,N,N,Y,N,112,1순위,904,8.07,47.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,988043947.6039562
570,N,N,N,Y,N,90,1순위,682,7.58,45.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,1246927190.5603068
570,N,N,N,Y,N,25,1순위,365,14.6,56.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,1356920716.575051
570,N,N,N,Y,N,5,1순위,101,20.2,60.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,1379520715.4536912
570,N,N,N,Y,N,29,1순위,207,7.14,48.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,1337620666.6745296
570,N,N,N,Y,N,10,1순위,37,3.7,37.0,0.0190333333333333,0.2466333333333333,0.3605666666666667,0.0009666666666666,0.0210333333333333,0.1258666666666666,0.2259,4117310100.0,1335520651.3492758
568,N,N,Y,N,Y,159,1순위,749,4.71,47.0,0.2109666666666666,0.5456333333333333,0.1518333333333333,0.0011333333333333,0.0881,0.0011333333333333,0.0011666666666666,4141010800.0,641594511.3578928
568,N,N,Y,N,Y,160,1순위,473,2.96,34.0,0.2109666666666666,0.5456333333333333,0.1518333333333333,0.0011333333333333,0.0881,0.0011333333333333,0.0011666666666666,4141010800.0,589174545.4351687
391,N,N,N,Y,N,10,1순위,47,4.7,49.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,4117310400.0,588563868.3062953
391,N,N,N,Y,N,171,1순위,299,1.75,34.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,4117310400.0,1089445252.8769615
391,N,N,N,Y,N,7,1순위,62,8.86,55.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,4117310400.0,1085145447.7546558
391,N,N,N,Y,N,10,1순위,28,2.8,37.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,4117310400.0,1402832124.2359593
391,N,N,N,Y,N,19,1순위,105,5.53,37.0,0.3252,0.2078333333333333,0.0558333333333333,0.1398666666666666,0.2062666666666666,0.0217666666666666,0.0431666666666666,4117310400.0,1574322605.715655
35,N,N,N,N,N,15,1순위,113,7.53,50.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,4128510700.0,561670132.3676372
35,N,N,N,N,N,2,1순위,30,15.0,69.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,4128510700.0,797757755.8560524
35,N,N,N,N,N,2,1순위,13,6.5,47.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,4128510700.0,802157772.0995711
112,N,N,N,N,N,57,1순위,122,2.14,37.0,0.0009333333333333,0.1461,0.6981333333333333,0.0545333333333333,0.027,0.0723,0.0009333333333333,4128510700.0,795557755.8560525
991,N,N,Y,N,N,103,1순위,89,2.87,45.0,0.0395666666666666,0.0007333333333333,0.0333333333333333,0.0163333333333333,0.2758666666666666,0.6245333333333333,0.0094666666666666,4122010800.0,379975855.47981954
991,N,N,Y,N,N,103,1순위,33,2.33,33.0,0.0395666666666666,0.0007333333333333,0.0333333333333333,0.0163333333333333,0.2758666666666666,0.6245333333333333,0.0094666666666666,4122010800.0,379975855.47981954
919,N,N,Y,N,N,120,1순위,232,3.87,38.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,2826011300.0,594972536.2758197
919,N,N,Y,N,N,101,1순위,103,2.02,32.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,2826011300.0,567972529.0321591
919,N,N,Y,N,N,88,1순위,419,9.52,47.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,2826011300.0,590972543.0020757
919,N,N,Y,N,N,66,1순위,85,2.58,32.0,0.0944333333333333,0.0291333333333333,0.0793333333333333,0.0942666666666666,0.0321333333333333,0.2999333333333333,0.3707666666666667,2826011300.0,590972534.2708778
565,N,N,N,N,N,78,1순위,400,5.13,48.0,0.0151333333333333,0.0008,0.0915666666666666,0.0008,0.2836333333333333,0.6072000000000001,0.0008,4161025921.0,448976001.4037269
53,N,N,N,N,N,5,1순위,82,16.4,54.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,1294927077.7783847
53,N,N,N,N,N,5,1순위,45,9.0,50.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,1279927373.2672207
53,N,N,N,N,N,7,1순위,27,3.86,49.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,1547906913.3990579
53,N,N,N,N,N,1,1순위,11,11.0,52.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,1577906913.3990576
53,N,N,N,N,N,7,1순위,51,7.29,53.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,1767896028.3520975
53,N,N,N,N,N,1,1순위,15,15.0,58.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,2199896262.654472
53,N,N,N,N,N,1,1순위,15,15.0,54.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,2149895990.8784614
53,N,N,N,N,N,1,1순위,16,16.0,57.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,2199895696.7411337
53,N,N,N,N,N,1,1순위,17,17.0,84.0,0.0053666666666666,0.0053666666666666,0.0053333333333333,0.0053333333333333,0.0054333333333333,0.0943333333333333,0.8788333333333332,1174010900.0,2099895654.4757864
599,N,N,N,Y,N,9,1순위,19,2.11,41.0,0.1206666666666666,0.001,0.001,0.001,0.3262666666666666,0.2179666666666666,0.3321666666666666,4122011700.0,598167919.1185173
599,N,N,N,Y,N,7,1순위,13,1.86,28.0,0.1206666666666666,0.001,0.001,0.001,0.3262666666666666,0.2179666666666666,0.3321666666666666,4122011700.0,596867941.7665099
492,N,N,Y,N,Y,39,1순위,124,3.18,22.0,0.3455,0.1310333333333333,0.4151333333333333,0.0017333333333333,0.0017666666666666,0.0729333333333333,0.0318333333333333,4143010100.0,793250000.0
492,N,N,Y,N,Y,95,1순위,217,2.28,14.0,0.3455,0.1310333333333333,0.4151333333333333,0.0017333333333333,0.0017666666666666,0.0729333333333333,0.0318333333333333,4143010100.0,727000000.0
1172,N,N,N,N,N,257,1순위,654,2.54,38.0,0.0428666666666666,0.3116333333333334,0.4401666666666666,0.0010666666666666,0.0888,0.0010666666666666,0.1143333333333333,4163010300.0,359000000.0
1172,N,N,N,N,N,54,1순위,263,4.87,47.0,0.0428666666666666,0.3116333333333334,0.4401666666666666,0.0010666666666666,0.0888,0.0010666666666666,0.1143333333333333,4163010300.0,539000000.0
1172,N,N,N,N,N,59,1순위,166,2.81,42.0,0.0428666666666666,0.3116333333333334,0.4401666666666666,0.0010666666666666,0.0888,0.0010666666666666,0.1143333333333333,4163010300.0,533000000.0
1172,N,N,N,N,N,31,1순위,60,1.94,32.0,0.0428666666666666,0.3116333333333334,0.4401666666666666,0.0010666666666666,0.0888,0.0010666666666666,0.1143333333333333,4163010300.0,529000000.0
1136,N,N,Y,N,N,81,1순위,34,1.42,27.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,81,1순위,28,3.93,47.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,86,1순위,50,1.92,28.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,86,1순위,24,4.23,38.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,85,1순위,41,1.58,33.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,85,1순위,19,3.21,43.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
1136,N,N,Y,N,N,29,1순위,3,2.21,31.0,0.0298333333333333,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.0017666666666666,0.5250333333333334,0.4380333333333333,4137011900.0,359800000.0
