공급지역명,공급규모,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,거주지역,접수건수,경쟁률,최고당첨가점,토픽 1,토픽 2,토픽 3,토픽 4,토픽 5,토픽 6,토픽 7,기준금리,시세차익
경기,698,N,Y,N,Y,N,N,N,해당지역,203.0,3.76,68.0,0.0136333333333333,0.1555333333333333,0.0331333333333333,0.1596666666666666,0.1804333333333333,0.3753666666666667,0.0820999999999999,1.0,484410106.81481785
경기,506,N,N,N,N,N,N,N,해당지역,578.0,18.06,69.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,403467790.1523321
경기,506,N,N,N,N,N,N,N,해당지역,164.0,20.5,64.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,396667725.4433085
경기,506,N,N,N,N,N,N,N,해당지역,140.0,17.5,50.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,472862810.09025234
경기,506,N,N,N,N,N,N,N,해당지역,147.0,18.38,51.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,471362853.19649374
경기,506,N,N,N,N,N,N,N,해당지역,269.0,19.21,61.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,471762847.28676707
경기,506,N,N,N,N,N,N,N,해당지역,2339.0,17.59,69.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,543257815.6759793
경기,506,N,N,N,N,N,N,N,해당지역,452.0,19.65,66.0,0.0519666666666666,0.0762,0.0364333333333333,0.0634333333333333,0.4703,0.2098,0.0919333333333333,1.0,533057792.9806425
경기,591,N,N,N,N,N,N,N,해당지역,904.0,25.11,71.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,379570227.14481694
경기,591,N,N,N,N,N,N,N,해당지역,139.0,19.86,60.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,371270316.0390244
경기,591,N,N,N,N,N,N,N,해당지역,839.0,23.31,66.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,479562763.60702425
경기,591,N,N,N,N,N,N,N,해당지역,95.0,15.83,49.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,470762766.5867184
경기,591,N,N,N,N,N,N,N,해당지역,145.0,20.71,58.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,479562840.73144
경기,591,N,N,N,N,N,N,N,해당지역,71.0,10.14,56.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,479762810.0902523
경기,591,N,N,N,N,N,N,N,해당지역,175.0,14.58,63.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,478162853.1964937
경기,591,N,N,N,N,N,N,N,해당지역,457.0,18.28,69.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,478562847.28676707
경기,591,N,N,N,N,N,N,N,해당지역,3710.0,29.44,84.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,551157815.6759793
경기,591,N,N,N,N,N,N,N,해당지역,216.0,27.0,64.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,554157805.7436656
경기,591,N,N,N,N,N,N,N,해당지역,180.0,22.5,57.0,0.0388,0.0008,0.0008,0.4186,0.5392,0.0008,0.0008,1.0,551157815.6759793
경기,650,N,Y,N,N,N,N,N,해당지역,380.0,3.73,66.0,0.0014,0.2637666666666666,0.0895333333333333,0.1297333333333333,0.1018999999999999,0.3,0.1136333333333333,1.0,626353808.3614305
경기,650,N,Y,N,N,N,N,N,해당지역,634.0,4.84,72.0,0.0014,0.2637666666666666,0.0895333333333333,0.1297333333333333,0.1018999999999999,0.3,0.1136333333333333,1.0,637053801.2034259
경기,650,N,Y,N,N,N,N,N,해당지역,169.0,2.09,58.0,0.0014,0.2637666666666666,0.0895333333333333,0.1297333333333333,0.1018999999999999,0.3,0.1136333333333333,1.0,613383849.9460291
인천,209,Y,Y,N,Y,N,N,N,해당지역,589.0,10.91,61.0,0.0014,0.0014,0.1837,0.0014,0.07365,0.58645,0.15195,1.0,361679975.99797654
인천,209,Y,Y,N,Y,N,N,N,해당지역,148.0,14.8,47.0,0.0014,0.0014,0.1837,0.0014,0.07365,0.58645,0.15195,1.0,350079902.9575705
인천,209,Y,Y,N,Y,N,N,N,해당지역,449.0,64.14,62.0,0.0014,0.0014,0.1837,0.0014,0.07365,0.58645,0.15195,1.0,453974890.5301837
인천,209,Y,Y,N,Y,N,N,N,해당지역,374.0,34.0,63.0,0.0014,0.0014,0.1837,0.0014,0.07365,0.58645,0.15195,1.0,452474969.77818084
경기,605,N,N,N,N,N,N,N,해당지역,142.0,3.84,61.0,0.0826333333333333,0.0008,0.1673333333333333,0.0024,0.0008333333333333,0.2293999999999999,0.5166,1.0,327982243.33645135
경기,605,N,N,N,N,N,N,N,해당지역,517.0,2.22,60.0,0.0826333333333333,0.0008,0.1673333333333333,0.0024,0.0008333333333333,0.2293999999999999,0.5166,1.0,436974837.9347254
경기,605,N,N,N,N,N,N,N,해당지역,188.0,1.45,66.0,0.0826333333333333,0.0008,0.1673333333333333,0.0024,0.0008333333333333,0.2293999999999999,0.5166,1.0,422974844.41825247
경기,233,N,Y,N,N,N,N,N,해당지역,83.0,6.92,44.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,351581006.98025763
경기,233,N,Y,N,N,N,N,N,해당지역,63.0,7.88,48.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,361181012.52234536
경기,233,N,Y,N,N,N,N,N,해당지역,7.0,7.0,45.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,469573988.79702115
경기,233,N,Y,N,N,N,N,N,해당지역,316.0,8.78,57.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,469273092.9739572
경기,233,N,Y,N,N,N,N,N,해당지역,279.0,6.98,49.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,455873150.1049647
경기,233,N,Y,N,N,N,N,N,해당지역,41.0,4.56,53.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,454373208.1860442
경기,233,N,Y,N,N,N,N,N,해당지역,61.0,8.71,69.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,466673112.862135
경기,233,N,Y,N,N,N,N,N,해당지역,94.0,47.0,51.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,531671200.398494
경기,233,N,Y,N,N,N,N,N,해당지역,27.0,27.0,47.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,672364727.5883614
경기,233,N,Y,N,N,N,N,N,해당지역,27.0,27.0,62.0,0.0007999999999999,0.1677,0.1180499999999999,0.02705,0.36565,0.3199,0.0007999999999999,1.0,758061044.158497
인천,968,N,Y,N,Y,N,N,N,해당지역,1037.0,14.4,65.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,498968728.88990134
인천,968,N,Y,N,Y,N,N,N,해당지역,292.0,7.12,56.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,497968761.2416647
인천,968,N,Y,N,Y,N,N,N,해당지역,291.0,7.1,59.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,497968897.4321524
인천,968,N,Y,N,Y,N,N,N,해당지역,2041.0,16.59,69.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,583961974.676597
인천,968,N,Y,N,Y,N,N,N,해당지역,508.0,6.2,66.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,577961913.6256888
인천,968,N,Y,N,Y,N,N,N,해당지역,1268.0,9.91,65.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,577961913.6256888
인천,968,N,Y,N,Y,N,N,N,해당지역,713.0,118.83,69.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,643955679.1278086
인천,968,N,Y,N,Y,N,N,N,해당지역,146.0,29.2,64.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,636955741.7441248
인천,968,N,Y,N,Y,N,N,N,해당지역,185.0,46.25,64.0,0.20365,0.03855,0.25475,0.00095,0.0660999999999999,0.41975,0.01615,1.0,636955663.4737296
경기,165,N,Y,N,N,N,N,N,해당지역,38.0,2.53,49.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,361968518.33339596
경기,165,N,Y,N,N,N,N,N,해당지역,46.0,7.67,62.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,399964221.6052032
인천,1224,N,Y,Y,N,N,Y,N,해당지역,1108.0,27.02,69.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,417456165.05489373
인천,1224,N,Y,Y,N,N,Y,N,해당지역,624.0,6.37,59.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,410756139.79495704
인천,1224,N,Y,Y,N,N,Y,N,해당지역,517.0,11.75,66.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,426856344.25551057
인천,1224,N,Y,Y,N,N,Y,N,해당지역,532.0,7.71,66.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,404456438.0485545
인천,1224,N,Y,Y,N,N,Y,N,해당지역,137.0,6.85,69.0,0.6034,0.1222,0.0008,0.0008,0.2711,0.0008,0.0008,1.0,425756165.0548938
경기,154,N,Y,N,N,N,N,N,해당지역,154.0,3.08,74.0,0.0013666666666666,0.1548,0.7188333333333334,0.0013666666666666,0.0013666666666666,0.1208666666666666,0.0013666666666666,1.0,560758245.6843511
경기,154,N,Y,N,N,N,N,N,해당지역,35.0,1.4,57.0,0.0013666666666666,0.1548,0.7188333333333334,0.0013666666666666,0.0013666666666666,0.1208666666666666,0.0013666666666666,1.0,536858245.6843511
경기,60,N,N,N,N,N,N,N,해당지역,32.0,16.0,51.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,367975769.2365295
경기,60,N,N,N,N,N,N,N,해당지역,21.0,10.5,56.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,355975839.33431315
경기,60,N,N,N,N,N,N,N,해당지역,97.0,10.78,61.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,434970290.74122435
경기,60,N,N,N,N,N,N,N,해당지역,25.0,8.33,37.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,429970162.66631144
경기,60,N,N,N,N,N,N,N,해당지역,249.0,24.9,56.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,480965661.8633778
경기,60,N,N,N,N,N,N,N,해당지역,54.0,18.0,59.0,0.3639,0.0616,0.0818,0.0009,0.13605,0.3547,0.0009,1.0,472965862.864227
경기,60,Y,Y,N,Y,N,N,N,해당지역,27.0,27.0,47.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,467838545.9180731
경기,60,Y,Y,N,Y,N,N,N,해당지역,27.0,27.0,56.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,454728574.9858301
경기,60,Y,Y,N,Y,N,N,N,해당지역,42.0,42.0,48.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,460598513.38986886
경기,60,Y,Y,N,Y,N,N,N,해당지역,30.0,30.0,45.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,469808482.93793297
경기,60,Y,Y,N,Y,N,N,N,해당지역,22.0,22.0,51.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,546390323.2032899
경기,60,Y,Y,N,Y,N,N,N,해당지역,51.0,51.0,45.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,609701194.5434134
경기,60,Y,Y,N,Y,N,N,N,해당지역,136.0,22.67,51.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,607501180.7016244
경기,60,Y,Y,N,Y,N,N,N,해당지역,133.0,19.0,48.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,604171189.0066979
경기,60,Y,Y,N,Y,N,N,N,해당지역,81.0,20.25,57.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,611831180.009535
경기,60,Y,Y,N,Y,N,N,N,해당지역,93.0,13.29,52.0,0.0011333333333333,0.2150333333333333,0.0329999999999999,0.0011333333333333,0.1192,0.5975333333333334,0.0329333333333333,1.0,602361181.3937138
경기,778,N,Y,Y,N,N,Y,N,해당지역,3287.0,62.02,69.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,469945575.36265826
경기,778,N,Y,Y,N,N,Y,N,기타지역,5081.0,166.52,76.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,469945575.36265826
경기,778,N,Y,Y,N,N,Y,N,해당지역,1238.0,53.83,63.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,471345470.76216805
경기,778,N,Y,Y,N,N,Y,N,기타지역,2111.0,154.81,69.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,471345470.76216805
경기,778,N,Y,Y,N,N,Y,N,해당지역,1499.0,59.96,69.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,476945467.93512785
경기,778,N,Y,Y,N,N,Y,N,기타지역,2026.0,147.83,72.0,0.3737333333333333,0.1513,0.0280666666666666,0.0148666666666666,0.0114666666666666,0.1660666666666666,0.2546,1.0,476945467.93512785
경기,828,N,Y,N,N,N,N,N,해당지역,1455.0,5.8,71.0,0.0032666666666666,0.0032666666666666,0.0032666666666666,0.0032333333333333,0.0032666666666666,0.6109666666666667,0.3727,1.0,529965310.76849204
경기,828,N,Y,N,N,N,N,N,해당지역,115.0,5.23,55.0,0.0032666666666666,0.0032666666666666,0.0032666666666666,0.0032333333333333,0.0032666666666666,0.6109666666666667,0.3727,1.0,538965311.2582575
경기,828,N,Y,N,N,N,N,N,해당지역,269.0,4.8,59.0,0.0032666666666666,0.0032666666666666,0.0032666666666666,0.0032333333333333,0.0032666666666666,0.6109666666666667,0.3727,1.0,502965345.37858564
경기,828,N,Y,N,N,N,N,N,해당지역,300.0,6.52,69.0,0.0032666666666666,0.0032666666666666,0.0032666666666666,0.0032333333333333,0.0032666666666666,0.6109666666666667,0.3727,1.0,529965310.76849204
경기,828,N,Y,N,N,N,N,N,해당지역,585.0,8.01,64.0,0.0032666666666666,0.0032666666666666,0.0032666666666666,0.0032333333333333,0.0032666666666666,0.6109666666666667,0.3727,1.0,631959377.8719687
인천,1533,Y,Y,N,N,N,Y,N,해당지역,1636.0,4.4,69.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,955327602.2852691
인천,1533,Y,Y,N,N,N,Y,N,해당지역,285.0,3.43,66.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,955326990.5245795
인천,1533,Y,Y,N,N,N,Y,N,해당지역,232.0,3.27,61.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,945326743.5104719
인천,1533,Y,Y,N,N,N,Y,N,해당지역,180.0,4.19,60.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,935326778.4165131
인천,1533,Y,Y,N,N,N,Y,N,해당지역,208.0,34.67,62.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1175915845.0687723
인천,1533,Y,Y,N,N,N,Y,N,해당지역,3787.0,31.3,71.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1124214006.3391936
인천,1533,Y,Y,N,N,N,Y,N,해당지역,296.0,14.8,62.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1124213834.480809
인천,1533,Y,Y,N,N,N,Y,N,해당지역,281.0,14.79,60.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1089813922.1337564
인천,1533,Y,Y,N,N,N,Y,N,해당지역,111.0,13.88,59.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1080214674.1219244
인천,1533,Y,Y,N,N,N,Y,N,해당지역,38.0,19.0,71.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1233910388.1772122
인천,1533,Y,Y,N,N,N,Y,N,해당지역,15.0,7.5,48.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1216909613.2631013
인천,1533,Y,Y,N,N,N,Y,N,해당지역,25.0,8.33,36.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1344907722.4761183
인천,1533,Y,Y,N,N,N,Y,N,해당지역,18.0,6.0,43.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1249904008.0424137
인천,1533,Y,Y,N,N,N,Y,N,해당지역,19.0,9.5,55.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1273902900.9606926
인천,1533,Y,Y,N,N,N,Y,N,해당지역,206.0,41.2,69.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,1370897445.2757611
인천,1533,Y,Y,N,N,N,Y,N,해당지역,28.0,28.0,51.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,2112284940.208109
인천,1533,Y,Y,N,N,N,Y,N,해당지역,34.0,34.0,57.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,2233875308.3816657
인천,1533,Y,Y,N,N,N,Y,N,해당지역,41.0,41.0,41.0,0.0127666666666666,0.4606999999999999,0.0614333333333333,0.1011,0.0427666666666666,0.0009666666666666,0.3203333333333333,1.0,2378769566.7257614
인천,1215,N,Y,N,Y,N,N,N,해당지역,2221.0,6.38,66.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,400777585.9559882
인천,1215,N,Y,N,Y,N,N,N,해당지역,562.0,6.94,59.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,390777596.1631905
인천,1215,N,Y,N,Y,N,N,N,해당지역,1352.0,17.56,64.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,485272048.5674658
인천,1215,N,Y,N,Y,N,N,N,해당지역,561.0,14.03,69.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,473072061.27973235
인천,1215,N,Y,N,Y,N,N,N,해당지역,2753.0,101.96,75.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,539668222.6239084
인천,1215,N,Y,N,Y,N,N,N,해당지역,2141.0,43.69,69.0,0.1034333333333333,0.0009,0.0008666666666666,0.0008666666666666,0.2571666666666667,0.3995333333333333,0.2371333333333333,1.0,539468222.7734646
경기,175,N,N,N,N,N,N,N,해당지역,84.0,3.5,53.0,0.0011,0.1438666666666666,0.2296666666666666,0.0593333333333333,0.0011,0.5326000000000001,0.0322666666666666,0.75,314978893.98171717
경기,175,N,N,N,N,N,N,N,해당지역,43.0,4.78,56.0,0.0011,0.1438666666666666,0.2296666666666666,0.0593333333333333,0.0011,0.5326000000000001,0.0322666666666666,0.75,309978931.423014
경기,175,N,N,N,N,N,N,N,해당지역,345.0,6.27,69.0,0.0011,0.1438666666666666,0.2296666666666666,0.0593333333333333,0.0011,0.5326000000000001,0.0322666666666666,0.75,360975827.9555249
경기,1745,N,Y,Y,N,N,Y,N,해당지역,1324.0,18.39,64.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,331978621.3770893
경기,1745,N,Y,Y,N,N,Y,N,기타지역,1817.0,41.87,65.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,331978621.3770893
경기,1745,N,Y,Y,N,N,Y,N,해당지역,233.0,12.26,55.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,335278622.83869267
경기,1745,N,Y,Y,N,N,Y,N,기타지역,456.0,35.9,61.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,335278622.83869267
경기,1745,N,Y,Y,N,N,Y,N,해당지역,320.0,12.31,64.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,325478626.40357894
경기,1745,N,Y,Y,N,N,Y,N,기타지역,644.0,37.21,61.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,325478626.40357894
경기,1745,N,Y,Y,N,N,Y,N,해당지역,133.0,11.08,59.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,333378665.22519034
경기,1745,N,Y,Y,N,N,Y,N,기타지역,245.0,31.79,69.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,333378665.22519034
경기,1745,N,Y,Y,N,N,Y,N,해당지역,1062.0,44.25,69.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,444669726.6293781
경기,1745,N,Y,Y,N,N,Y,N,기타지역,1566.0,114.33,69.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,444669726.6293781
경기,1745,N,Y,Y,N,N,Y,N,해당지역,829.0,30.7,63.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,446969801.634585
경기,1745,N,Y,Y,N,N,Y,N,기타지역,1547.0,91.59,69.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,446969801.634585
경기,1745,N,Y,Y,N,N,Y,N,해당지역,824.0,37.45,64.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,440869704.88357186
경기,1745,N,Y,Y,N,N,Y,N,기타지역,1110.0,90.53,70.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,440869704.88357186
경기,1745,N,Y,Y,N,N,Y,N,해당지역,1867.0,71.81,74.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,446669711.086474
경기,1745,N,Y,Y,N,N,Y,N,기타지역,2286.0,160.67,74.0,0.1678,0.1807333333333333,0.0332,0.0009666666666666,0.0009333333333333,0.3125333333333333,0.304,0.75,446669711.086474
경기,275,Y,Y,N,Y,N,N,N,해당지역,686.0,7.3,71.0,0.0812333333333333,0.2052333333333333,0.0238666666666666,0.0017,0.0017,0.1256333333333333,0.5606666666666666,0.75,398964201.6915321
경기,275,Y,Y,N,Y,N,N,N,해당지역,125.0,10.42,61.0,0.0812333333333333,0.2052333333333333,0.0238666666666666,0.0017,0.0017,0.1256333333333333,0.5606666666666666,0.75,406964191.2385817
경기,275,Y,Y,N,Y,N,N,N,해당지역,103.0,12.88,70.0,0.0812333333333333,0.2052333333333333,0.0238666666666666,0.0017,0.0017,0.1256333333333333,0.5606666666666666,0.75,397964510.74047387
경기,275,Y,Y,N,Y,N,N,N,해당지역,517.0,19.15,79.0,0.0812333333333333,0.2052333333333333,0.0238666666666666,0.0017,0.0017,0.1256333333333333,0.5606666666666666,0.75,509949384.3657004
인천,96,Y,Y,N,N,N,Y,N,해당지역,173.0,57.67,66.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,890074955.1951524
인천,96,Y,Y,N,N,N,Y,N,해당지역,76.0,25.33,53.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,872724984.4870611
인천,96,Y,Y,N,N,N,Y,N,해당지역,38.0,19.0,45.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,857334662.098539
인천,96,Y,Y,N,N,N,Y,N,해당지역,40.0,20.0,54.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,849675377.5312176
인천,96,Y,Y,N,N,N,Y,N,해당지역,85.0,28.33,54.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,849205432.5645005
인천,96,Y,Y,N,N,N,Y,N,해당지역,83.0,27.67,60.0,0.1026666666666666,0.0365666666666666,0.0013666666666666,0.0013666666666666,0.2190333333333333,0.0214666666666666,0.6176333333333334,0.75,857804607.0652562
