공급지역명,공급규모,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,거주지역,접수건수,경쟁률,최고당첨가점,토픽 1,토픽 2,토픽 3,토픽 4,토픽 5,토픽 6,토픽 7,기준금리,시세차익
서울,58,N,N,N,N,N,N,N,해당지역,188.0,6.06,64.0,0.0991333333333333,0.4537,0.0009666666666666,0.0009333333333333,0.4434666666666667,0.0009333333333333,0.0009333333333333,3.5,1199940600.76494
서울,58,N,N,N,N,N,N,N,해당지역,59.0,14.75,60.0,0.0991333333333333,0.4537,0.0009666666666666,0.0009333333333333,0.4434666666666667,0.0009333333333333,0.0009333333333333,3.5,1369940600.76494
서울,58,N,N,N,N,N,N,N,해당지역,33.0,16.5,49.0,0.0991333333333333,0.4537,0.0009666666666666,0.0009333333333333,0.4434666666666667,0.0009333333333333,0.0009333333333333,3.5,1139940600.76494
서울,45,N,N,N,N,N,N,N,해당지역,48.0,4.8,44.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,603847036.5687762
서울,45,N,N,N,N,N,N,N,해당지역,15.0,7.5,47.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,730947050.7225525
서울,45,N,N,N,N,N,N,N,해당지역,8.0,2.0,48.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,852022663.7658454
서울,45,N,N,N,N,N,N,N,해당지역,2.0,2.0,35.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,1010122663.7658454
서울,45,N,N,N,N,N,N,N,해당지역,33.0,2.75,58.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,976315275.4945737
서울,45,N,N,N,N,N,N,N,해당지역,32.0,2.67,49.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,968915119.8030335
서울,45,N,N,N,N,N,N,N,해당지역,11.0,5.5,40.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,1177015685.9540887
서울,45,N,N,N,N,N,N,N,해당지역,13.0,6.5,62.0,0.3322666666666666,0.0354333333333333,0.0831666666666666,0.0610333333333333,0.4851,0.0015,0.0015,3.5,1167715572.7238777
서울,80,N,N,N,N,N,N,N,해당지역,16.0,2.0,43.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,368976634.8093699
서울,80,N,N,N,N,N,N,N,해당지역,13.0,1.44,43.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,434974616.6859357
서울,80,N,N,N,N,N,N,N,해당지역,32.0,4.0,50.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,531966171.15992445
서울,80,N,N,N,N,N,N,N,해당지역,32.0,4.57,59.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,628963638.9401528
서울,80,N,N,N,N,N,N,N,해당지역,19.0,2.38,45.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,638963710.8417385
서울,80,N,N,N,N,N,N,N,해당지역,26.0,2.89,68.0,0.2108666666666666,0.0656333333333333,0.0937333333333333,0.0530666666666666,0.1194666666666666,0.4563,0.0009,3.5,648964020.3609452
경기,292,N,N,Y,N,N,Y,N,해당지역,2334.0,72.94,68.0,0.4207333333333333,0.1219333333333333,0.0009666666666666,0.001,0.1808,0.0009666666666666,0.2735333333333333,3.5,478045485.5959686
경기,292,N,N,Y,N,N,Y,N,기타지역,831.0,90.02,65.0,0.4207333333333333,0.1219333333333333,0.0009666666666666,0.001,0.1808,0.0009666666666666,0.2735333333333333,3.5,478045485.5959686
경기,292,N,N,Y,N,N,Y,N,해당지역,214.0,53.5,57.0,0.4207333333333333,0.1219333333333333,0.0009666666666666,0.001,0.1808,0.0009666666666666,0.2735333333333333,3.5,463345484.441463
경기,292,N,N,Y,N,N,Y,N,기타지역,108.0,74.0,60.0,0.4207333333333333,0.1219333333333333,0.0009666666666666,0.001,0.1808,0.0009666666666666,0.2735333333333333,3.5,463345484.441463
서울,45,N,N,N,N,N,N,N,해당지역,23.0,1.53,38.0,0.3917666666666666,0.1334,0.0008333333333333,0.1223,0.2793,0.0411,0.0313333333333333,3.5,1049943383.6578889
서울,299,Y,Y,Y,Y,N,N,N,해당지역,2402.0,63.21,74.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,765721546.4417751
서울,299,Y,Y,Y,Y,N,N,N,해당지역,4051.0,71.07,70.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,753722363.6663399
서울,299,Y,Y,Y,Y,N,N,N,해당지역,2870.0,220.77,73.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,888605799.1530447
서울,299,Y,Y,Y,Y,N,N,N,해당지역,8502.0,354.25,79.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,884505909.1640439
서울,299,Y,Y,Y,Y,N,N,N,해당지역,983.0,196.6,71.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,1058082209.6516634
서울,299,Y,Y,Y,Y,N,N,N,해당지역,432.0,86.4,70.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,1085883026.8762283
서울,299,Y,Y,Y,Y,N,N,N,해당지역,3256.0,250.46,72.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,1090883026.8762283
서울,299,Y,Y,Y,Y,N,N,N,해당지역,2785.0,253.18,74.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,1083982193.9358063
서울,299,Y,Y,Y,Y,N,N,N,해당지역,502.0,167.33,75.0,0.1959999999999999,0.3898333333333333,0.0815,0.1453,0.1762,0.0101,0.0010666666666666,3.5,1084282193.9358063
경기,1297,N,N,N,N,N,N,N,해당지역,152.0,3.8,56.0,0.1644333333333333,0.1468333333333333,0.0014666666666666,0.0404666666666666,0.5918,0.0015,0.0535,3.5,578455427.999676
경기,1297,N,N,N,N,N,N,N,해당지역,38.0,2.38,55.0,0.1644333333333333,0.1468333333333333,0.0014666666666666,0.0404666666666666,0.5918,0.0015,0.0535,3.5,691446345.3331707
경기,1297,N,N,N,N,N,N,N,해당지역,483.0,1.26,60.0,0.1644333333333333,0.1468333333333333,0.0014666666666666,0.0404666666666666,0.5918,0.0015,0.0535,3.5,758340828.0671057
서울,77,N,N,N,N,N,N,N,해당지역,35.0,3.18,54.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,731964437.5754538
서울,77,N,N,N,N,N,N,N,해당지역,6.0,6.0,48.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,873964437.5754538
서울,77,N,N,N,N,N,N,N,해당지역,9.0,1.29,26.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,734960777.4249473
서울,77,N,N,N,N,N,N,N,해당지역,6.0,3.0,23.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,852960777.4249473
서울,77,N,N,N,N,N,N,N,해당지역,36.0,3.27,40.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,715954932.5380152
서울,77,N,N,N,N,N,N,N,해당지역,6.0,6.0,48.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,864954932.5380152
서울,77,N,N,N,N,N,N,N,해당지역,50.0,8.33,59.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,911948865.8845799
서울,77,N,N,N,N,N,N,N,해당지역,40.0,40.0,48.0,0.2202333333333333,0.1858666666666666,0.0355666666666666,0.0009333333333333,0.3461666666666667,0.1961,0.0151666666666666,3.5,1297934588.0873601
경기,730,N,N,N,Y,N,N,N,해당지역,77.0,2.48,69.0,0.0914333333333333,0.4575333333333333,0.0008666666666666,0.0008666666666666,0.1646333333333333,0.2673333333333333,0.0173,3.5,897038835.6724894
경기,730,N,N,N,Y,N,N,N,해당지역,19.0,1.9,57.0,0.0914333333333333,0.4575333333333333,0.0008666666666666,0.0008666666666666,0.1646333333333333,0.2673333333333333,0.0173,3.5,798238896.8572118
경기,730,N,N,N,Y,N,N,N,해당지역,77.0,3.08,69.0,0.0914333333333333,0.4575333333333333,0.0008666666666666,0.0008666666666666,0.1646333333333333,0.2673333333333333,0.0173,3.5,1185913382.8279634
경기,66,N,N,N,N,N,N,N,해당지역,20.0,1.67,48.0,0.0762,0.0008666666666666,0.1649,0.0008333333333333,0.241,0.5153666666666666,0.0008333333333333,3.5,791933528.2699056
경기,66,N,N,N,N,N,N,N,해당지역,12.0,1.2,37.0,0.0762,0.0008666666666666,0.1649,0.0008333333333333,0.241,0.5153666666666666,0.0008333333333333,3.5,895924670.6394169
경기,66,N,N,N,N,N,N,N,해당지역,3.0,3.0,30.0,0.0762,0.0008666666666666,0.1649,0.0008333333333333,0.241,0.5153666666666666,0.0008333333333333,3.5,1199924668.0680556
인천,128,N,N,N,N,N,Y,N,해당지역,5.0,5.0,30.0,0.0021666666666666,0.0467,0.2035333333333333,0.0021666666666666,0.6187333333333334,0.1245,0.0022,3.5,838744904.4225107
서울,101,N,N,N,Y,N,N,N,해당지역,74.0,37.0,56.0,0.0534333333333333,0.1947333333333333,0.1299666666666666,0.0008999999999999,0.1273,0.3153999999999999,0.1781333333333333,3.5,879131976.9231274
서울,101,N,N,N,Y,N,N,N,해당지역,196.0,28.0,63.0,0.0534333333333333,0.1947333333333333,0.1299666666666666,0.0008999999999999,0.1273,0.3153999999999999,0.1781333333333333,3.5,900732000.013106
서울,101,N,N,N,Y,N,N,N,해당지역,155.0,155.0,73.0,0.0534333333333333,0.1947333333333333,0.1299666666666666,0.0008999999999999,0.1273,0.3153999999999999,0.1781333333333333,3.5,886330776.2442416
서울,101,N,N,N,Y,N,N,N,해당지역,1474.0,67.0,73.0,0.0534333333333333,0.1947333333333333,0.1299666666666666,0.0008999999999999,0.1273,0.3153999999999999,0.1781333333333333,3.5,906030753.1542631
서울,101,N,N,N,Y,N,N,N,해당지역,759.0,39.95,69.0,0.0534333333333333,0.1947333333333333,0.1299666666666666,0.0008999999999999,0.1273,0.3153999999999999,0.1781333333333333,3.5,900730764.6992524
경기,166,N,N,N,Y,N,N,N,해당지역,39.0,3.25,46.0,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,3.5,443954672.30283743
경기,166,N,N,N,Y,N,N,N,해당지역,28.0,1.87,50.0,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,3.5,443954672.30283743
경기,166,N,N,N,Y,N,N,N,해당지역,104.0,3.47,60.0,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,3.5,598943347.4624753
경기,166,N,N,N,Y,N,N,N,해당지역,56.0,2.43,64.0,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,3.5,596943564.7029493
경기,166,N,N,N,Y,N,N,N,해당지역,55.0,7.86,60.0,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,3.5,709935781.8268373
서울,190,N,N,N,N,N,N,N,해당지역,224.0,22.4,59.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,598955520.8647863
서울,190,N,N,N,N,N,N,N,해당지역,614.0,27.91,62.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,766046597.0561587
서울,190,N,N,N,N,N,N,N,해당지역,366.0,19.26,64.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,771246878.6542739
서울,190,N,N,N,N,N,N,N,해당지역,457.0,20.77,64.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,998524443.4829129
서울,190,N,N,N,N,N,N,N,해당지역,220.0,9.57,63.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,993424597.6489697
서울,190,N,N,N,N,N,N,N,해당지역,50.0,4.55,46.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,998524361.4986515
서울,190,N,N,N,N,N,N,N,해당지역,49.0,24.5,50.0,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,3.5,1389924494.2775097
경기,171,N,N,N,N,N,N,N,해당지역,4.0,4.0,27.0,0.0497333333333333,0.0010333333333333,0.1696666666666666,0.0010333333333333,0.1294666666666666,0.4689,0.1802666666666667,3.5,897983872.4588509
서울,771,N,N,N,N,N,N,N,해당지역,1684.0,14.52,68.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1030997378.8859168
서울,771,N,N,N,N,N,N,N,해당지역,336.0,17.68,64.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1024717204.9877305
서울,771,N,N,N,N,N,N,N,해당지역,444.0,5.69,64.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1264656413.4498284
서울,771,N,N,N,N,N,N,N,해당지역,1158.0,11.82,66.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1393812705.3278906
서울,771,N,N,N,N,N,N,N,해당지역,556.0,7.13,69.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1358343113.070104
서울,771,N,N,N,N,N,N,N,해당지역,91.0,7.58,65.0,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,3.5,1360093320.5324361
서울,920,N,N,N,Y,N,N,N,해당지역,649.0,30.9,61.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,745938511.3597616
서울,920,N,N,N,Y,N,N,N,해당지역,2127.0,24.17,69.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,817935017.9507937
서울,920,N,N,N,Y,N,N,N,해당지역,8441.0,63.47,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,887930421.9708892
서울,920,N,N,N,Y,N,N,N,해당지역,2328.0,42.33,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,878930387.1528596
서울,920,N,N,N,Y,N,N,N,해당지역,268.0,134.0,69.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,869930421.9708892
서울,920,N,N,N,Y,N,N,N,해당지역,955.0,50.26,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,985912978.1380695
서울,920,N,N,N,Y,N,N,N,해당지역,311.0,62.2,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,975912966.5320598
서울,920,N,N,N,Y,N,N,N,해당지역,1633.0,44.14,69.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,951912966.5320597
서울,920,N,N,N,Y,N,N,N,해당지역,7765.0,110.93,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,1098901383.7342193
서울,920,N,N,N,Y,N,N,N,해당지역,1151.0,63.94,75.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,1077901360.5221999
서울,920,N,N,N,Y,N,N,N,해당지역,583.0,194.33,74.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,3.5,1098901383.7342193
서울,32,N,N,N,N,N,N,N,해당지역,11.0,1.38,47.0,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,3.5,285983471.90790325
서울,32,N,N,N,N,N,N,N,해당지역,11.0,1.38,39.0,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,3.5,463973225.91177046
서울,32,N,N,N,N,N,N,N,해당지역,35.0,4.38,62.0,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,3.5,633963659.6614705
경기,282,N,N,Y,N,N,Y,N,해당지역,1938.0,176.18,69.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,509739152.94143826
경기,282,N,N,Y,N,N,Y,N,기타지역,1168.0,249.18,69.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,509739152.94143826
경기,282,N,N,Y,N,N,Y,N,해당지역,681.0,97.29,73.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,506039199.651035
경기,282,N,N,Y,N,N,Y,N,기타지역,357.0,128.18,68.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,506039199.651035
경기,282,N,N,Y,N,N,Y,N,해당지역,509.0,72.71,64.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,496039449.461409
경기,282,N,N,Y,N,N,Y,N,기타지역,325.0,100.36,59.0,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,3.5,496039449.461409
서울,36,N,N,N,N,N,N,N,해당지역,34.0,6.8,58.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,755756185.6605976
서울,36,N,N,N,N,N,N,N,해당지역,12.0,3.0,48.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,770155973.8727133
서울,36,N,N,N,N,N,N,N,해당지역,19.0,3.17,31.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,820353587.0332024
서울,36,N,N,N,N,N,N,N,해당지역,17.0,5.67,44.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,720153587.0332023
서울,36,N,N,N,N,N,N,N,해당지역,52.0,8.67,48.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,779950414.0927467
서울,36,N,N,N,N,N,N,N,해당지역,37.0,7.4,50.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,875350392.2179419
서울,36,N,N,N,N,N,N,N,해당지역,39.0,19.5,52.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,3.5,762150392.2179419
서울,34,N,N,N,N,N,N,N,해당지역,158.0,31.6,67.0,0.0588333333333333,0.4684999999999999,0.1337,0.0011666666666666,0.3354333333333333,0.0011333333333333,0.0011333333333333,3.5,671923189.6022491
서울,34,N,N,N,N,N,N,N,해당지역,58.0,19.33,69.0,0.0588333333333333,0.4684999999999999,0.1337,0.0011666666666666,0.3354333333333333,0.0011333333333333,0.0011333333333333,3.5,702916150.2577978
서울,34,N,N,N,N,N,N,N,해당지역,41.0,41.0,59.0,0.0588333333333333,0.4684999999999999,0.1337,0.0011666666666666,0.3354333333333333,0.0011333333333333,0.0011333333333333,3.5,757912077.227795
서울,34,N,N,N,N,N,N,N,해당지역,210.0,23.33,68.0,0.0588333333333333,0.4684999999999999,0.1337,0.0011666666666666,0.3354333333333333,0.0011333333333333,0.0011333333333333,3.5,872902643.691372
