공급규모,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,순위,거주지역,접수건수,경쟁률,토픽 1,토픽 2,토픽 3,토픽 4,토픽 5,토픽 6,토픽 7,법정동코드,기준금리,시세차익
166,N,N,N,Y,N,N,N,1순위,해당지역,55.0,7.86,0.0015333333333333,0.4069666666666667,0.3534333333333333,0.0015333333333333,0.0014999999999999,0.2334999999999999,0.0014999999999999,4136011200.0,3.5,709935781.8268373
190,N,N,N,N,N,N,N,1순위,해당지역,224.0,22.4,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,598955520.8647863
190,N,N,N,N,N,N,N,1순위,해당지역,614.0,27.91,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,766046597.0561587
190,N,N,N,N,N,N,N,1순위,해당지역,366.0,19.26,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,771246878.6542739
190,N,N,N,N,N,N,N,1순위,해당지역,457.0,20.77,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,998524443.4829129
190,N,N,N,N,N,N,N,1순위,해당지역,220.0,9.57,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,993424597.6489697
190,N,N,N,N,N,N,N,1순위,해당지역,50.0,4.55,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,998524361.4986515
190,N,N,N,N,N,N,N,1순위,해당지역,49.0,24.5,0.2030999999999999,0.3118,0.0078,0.0059333333333333,0.4540333333333333,0.0008666666666666,0.0165333333333333,1153010700.0,3.5,1389924494.2775097
171,N,N,N,N,N,N,N,1순위,해당지역,4.0,4.0,0.0497333333333333,0.0010333333333333,0.1696666666666666,0.0010333333333333,0.1294666666666666,0.4689,0.1802666666666667,4146311300.0,3.5,897983872.4588509
771,N,N,N,N,N,N,N,1순위,해당지역,1684.0,14.52,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1030997378.8859168
771,N,N,N,N,N,N,N,1순위,해당지역,336.0,17.68,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1024717204.9877305
771,N,N,N,N,N,N,N,1순위,해당지역,444.0,5.69,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1264656413.4498284
771,N,N,N,N,N,N,N,1순위,해당지역,1158.0,11.82,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1393812705.3278906
771,N,N,N,N,N,N,N,1순위,해당지역,556.0,7.13,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1358343113.070104
771,N,N,N,N,N,N,N,1순위,해당지역,91.0,7.58,0.1723,0.0483666666666666,0.0606333333333333,0.0262333333333333,0.3591999999999999,0.0684333333333333,0.2648,1159010200.0,3.5,1360093320.5324361
920,N,N,N,Y,N,N,N,1순위,해당지역,649.0,30.9,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,745938511.3597616
920,N,N,N,Y,N,N,N,1순위,해당지역,2127.0,24.17,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,817935017.9507937
920,N,N,N,Y,N,N,N,1순위,해당지역,8441.0,63.47,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,887930421.9708892
920,N,N,N,Y,N,N,N,1순위,해당지역,2328.0,42.33,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,878930387.1528596
920,N,N,N,Y,N,N,N,1순위,해당지역,268.0,134.0,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,869930421.9708892
920,N,N,N,Y,N,N,N,1순위,해당지역,955.0,50.26,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,985912978.1380695
920,N,N,N,Y,N,N,N,1순위,해당지역,311.0,62.2,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,975912966.5320598
920,N,N,N,Y,N,N,N,1순위,해당지역,1633.0,44.14,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,951912966.5320597
920,N,N,N,Y,N,N,N,1순위,해당지역,7765.0,110.93,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,1098901383.7342193
920,N,N,N,Y,N,N,N,1순위,해당지역,1151.0,63.94,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,1077901360.5221999
920,N,N,N,Y,N,N,N,1순위,해당지역,583.0,194.33,0.0652666666666666,0.0929333333333333,0.0007333333333333,0.1930666666666666,0.6464666666666666,0.0007333333333333,0.0007333333333333,1123011000.0,3.5,1098901383.7342193
32,N,N,N,N,N,N,N,1순위,해당지역,11.0,1.38,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,1130510300.0,3.5,285983471.90790325
32,N,N,N,N,N,N,N,1순위,해당지역,11.0,1.38,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,1130510300.0,3.5,463973225.91177046
32,N,N,N,N,N,N,N,1순위,해당지역,35.0,4.38,0.0613,0.0008666666666666,0.0630666666666666,0.0008666666666666,0.0008666666666666,0.0008666666666666,0.8720666666666667,1130510300.0,3.5,633963659.6614705
282,N,N,Y,N,N,Y,N,1순위,해당지역,1938.0,176.18,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,509739152.94143826
282,N,N,Y,N,N,Y,N,1순위,기타지역,1168.0,249.18,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,509739152.94143826
282,N,N,Y,N,N,Y,N,1순위,해당지역,681.0,97.29,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,506039199.651035
282,N,N,Y,N,N,Y,N,1순위,기타지역,357.0,128.18,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,506039199.651035
282,N,N,Y,N,N,Y,N,1순위,해당지역,509.0,72.71,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,496039449.461409
282,N,N,Y,N,N,Y,N,1순위,기타지역,325.0,100.36,0.0007,0.2264666666666666,0.0007,0.0277666666666666,0.7109333333333333,0.0007,0.0327,4122012800.0,3.5,496039449.461409
36,N,N,N,N,N,N,N,1순위,해당지역,34.0,6.8,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,1174010500.0,3.5,755756185.6605976
36,N,N,N,N,N,N,N,1순위,해당지역,12.0,3.0,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,1174010500.0,3.5,770155973.8727133
36,N,N,N,N,N,N,N,1순위,해당지역,19.0,3.17,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,1174010500.0,3.5,820353587.0332024
36,N,N,N,N,N,N,N,1순위,해당지역,17.0,5.67,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,1174010500.0,3.5,720153587.0332023
36,N,N,N,N,N,N,N,1순위,해당지역,52.0,8.67,0.3061333333333333,0.0010333333333333,0.0461,0.0010666666666666,0.2796,0.0010666666666666,0.3650666666666666,1174010500.0,3.5,779950414.0927467
