NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
4278,서울특별시 양천구 신정동,743-2,743,2,신정6현대,59.4,202502,2,"58,500",-,7,개인,개인,2000,신정로 170,-,중개거래,서울 양천구,-
4279,서울특별시 강서구 방화동,841,841,0,장미,49.2,202502,2,"52,000",-,7,개인,개인,1994,양천로 125,-,중개거래,서울 강서구,-
4280,서울특별시 성동구 사근동,199,199,0,중앙하이츠,71.85,202502,2,"76,700",101,10,개인,개인,1989,사근동길 65,-,중개거래,"서울 동대문구, 서울 성동구",25.02.17
4281,서울특별시 강남구 압구정동,426,426,0,신현대9차,108.88,202502,2,"505,000",-,5,개인,개인,1982,압구정로 151,-,중개거래,서울 강남구,-
4282,서울특별시 성동구 사근동,199,199,0,중앙하이츠,71.85,202502,2,"76,700",-,10,개인,개인,1989,사근동길 65,20250206,중개거래,"서울 동대문구, 서울 성동구",-
4283,서울특별시 은평구 진관동,107,107,0,마고정3단지센트레빌(310~322동)BL2-3,84.04,202502,2,"96,200",-,6,개인,개인,2009,진관2로 90,-,중개거래,"서울 서초구, 서울 은평구",-
4284,서울특별시 성북구 길음동,1283,1283,0,길음뉴타운6단지(래미안),84.049,202502,2,"113,300",-,10,개인,개인,2007,길음로 16,-,중개거래,서울 강북구,-
4285,서울특별시 양천구 목동,933,933,0,삼익,84.88,202502,2,"135,000",-,17,개인,개인,1997,목동동로12길 45,-,중개거래,"서울 양천구, 서울 영등포구",-
4286,서울특별시 양천구 목동,925,925,0,목동신시가지7,101.2,202502,2,"264,000",703,9,개인,개인,1988,목동로 212,-,중개거래,"서울 양천구, 서울 종로구",25.03.06
4287,서울특별시 송파구 잠실동,320,320,0,우성4차,95.84,202502,2,"190,000",-,9,개인,개인,1983,백제고분로18길 30,-,중개거래,서울 송파구,-
4288,서울특별시 강동구 상일동,513,513,0,고덕센트럴IPARK,59.91,202502,2,"129,500",-,16,개인,개인,2019,고덕로80길 99,20250311,중개거래,서울 강동구,-
4289,서울특별시 영등포구 신길동,4958,4958,0,보라매에스케이뷰,84.98,202502,2,"154,500",-,17,개인,개인,2020,여의대방로35가길 19,-,직거래,-,-
4290,서울특별시 성동구 성수동2가,286,286,0,성수우방2차아파트,84.645,202502,2,"123,500",-,6,개인,개인,1999,성수일로10길 3,-,중개거래,서울 성동구,-
4291,서울특별시 중랑구 묵동,387,387,0,브라운스톤태릉,83.5358,202502,2,"87,800",-,12,개인,개인,2004,공릉로18길 59,-,중개거래,"서울 노원구, 서울 중랑구",-
4292,서울특별시 강동구 암사동,413,413,0,프라이어팰리스,59.983,202502,2,"114,500",-,16,개인,개인,2007,고덕로 130,-,중개거래,서울 강동구,-
4293,서울특별시 강동구 암사동,518,518,0,한솔솔파크,84.98,202502,2,"111,000",-,5,개인,개인,2009,선사로 120,-,중개거래,서울 강동구,-
4294,서울특별시 은평구 진관동,83,83,0,우물골2단지두산위브(204~208동)BL2-5,59.36,202502,2,"71,000",206,2,개인,개인,2009,진관2로 77,-,중개거래,서울 은평구,25.02.26
4295,서울특별시 강서구 염창동,311,311,0,등촌제이스카이,31.09,202502,2,"38,300",-,7,개인,개인,2021,공항대로 557,-,중개거래,서울 강서구,-
4296,서울특별시 강서구 염창동,292,292,0,동아,84.95,202502,2,"89,000",-,2,개인,개인,1998,양천로69길 58,-,중개거래,서울 강서구,-
4297,서울특별시 강남구 일원동,743,743,0,디에이치자이개포,84.81,202502,2,"333,000",-,15,개인,개인,2021,영동대로 22,-,중개거래,서울 강남구,-
4298,서울특별시 용산구 도원동,23,23,0,삼성래미안,84.69,202502,2,"139,000",-,4,개인,개인,2001,새창로 70,20250305,중개거래,서울 용산구,-
4299,서울특별시 용산구 도원동,23,23,0,삼성래미안,84.69,202502,2,"139,000",-,4,개인,개인,2001,새창로 70,-,중개거래,서울 용산구,-
4300,서울특별시 도봉구 방학동,735,735,0,성원아파트,59.94,202502,2,"41,100",-,10,개인,개인,1996,도당로6길 14-6,-,중개거래,서울 도봉구,-
4301,서울특별시 서초구 잠원동,Feb-63,63,2,신반포청구,59.91,202502,2,"235,000",-,9,개인,개인,1998,신반포로33길 66,-,중개거래,서울 서초구,-
4302,서울특별시 송파구 거여동,696,696,0,e편한세상송파파크센트럴,59.96,202502,1,"132,500",-,28,개인,개인,2021,오금로 551,-,중개거래,서울 송파구,-
4303,서울특별시 송파구 거여동,362,362,0,현대1차,84.64,202502,1,"105,000",5,10,개인,개인,1992,오금로54길 10,-,중개거래,"서울 서대문구, 서울 송파구",25.02.28
4304,서울특별시 성동구 하왕십리동,1061,1061,0,왕십리풍림아이원,84.417,202502,1,"119,000",115,15,개인,개인,2004,난계로 84,-,중개거래,서울 성동구,25.02.28
4305,서울특별시 성동구 행당동,376,376,0,서울숲행당푸르지오,84.74,202502,1,"129,500",-,11,개인,개인,2011,고산자로 177,-,중개거래,"서울 강남구, 서울 성동구",-
4306,서울특별시 성동구 행당동,377,377,0,서울숲더샵,84.18,202502,1,"162,500",101,10,개인,개인,2014,왕십리로 241,-,중개거래,서울 성동구,25.02.28
4307,서울특별시 성북구 돈암동,609-1,609,1,한신,68.13,202502,1,"66,200",-,13,개인,개인,1998,성북로4길 52,-,중개거래,서울 성북구,-
4308,서울특별시 성북구 돈암동,609-1,609,1,한진(609-1),113.67,202502,1,"86,000",-,5,개인,개인,1998,성북로4길 52,-,중개거래,서울 성북구,-
4309,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,100.82,202502,1,"243,000",-,8,개인,개인,1988,양재대로 1218,-,중개거래,서울 송파구,-
4310,서울특별시 서대문구 북아현동,114-1,114,1,북아현맨션,84.95,202502,1,"119,000",-,4,개인,개인,1975,북아현로6길 78,-,중개거래,서울 서대문구,-
4311,서울특별시 성동구 하왕십리동,1058,1058,0,극동미라주,59.4,202502,1,"84,800",-,8,개인,개인,2001,난계로 73,-,중개거래,서울 성동구,-
4312,서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,202502,1,"124,800",-,14,개인,개인,2017,난계로 100,-,중개거래,서울 성동구,-
4313,서울특별시 성동구 하왕십리동,1002,1002,0,왕십리KCC스위첸,84.897,202502,1,"123,500",-,11,개인,개인,2016,무학봉길 35,-,중개거래,서울 성동구,-
4314,서울특별시 서대문구 북아현동,1-78,1,78,화신,107.61,202502,1,"108,900",-,4,개인,개인,2004,북아현로22길 56,-,중개거래,서울 서대문구,-
4315,서울특별시 중랑구 면목동,1522-1,1522,1,두산5,59.97,202502,1,"63,000",-,17,개인,개인,2000,사가정로42길 90,-,중개거래,서울 중랑구,-
4316,서울특별시 성북구 안암동1가,361,361,0,안암동삼성래미안,59.6983,202502,1,"72,500",-,7,개인,개인,2005,고려대로17가길 64,-,중개거래,서울 성북구,-
4317,서울특별시 강동구 상일동,519,519,0,고덕아르테온,59.98,202502,1,"140,000",-,18,개인,개인,2020,고덕로 360,-,중개거래,서울 강동구,-
4318,서울특별시 강동구 상일동,519,519,0,고덕아르테온,59.98,202502,1,"141,800",-,5,개인,개인,2020,고덕로 360,-,중개거래,"서울 강동구, 서울 서초구",-
4319,서울특별시 강동구 암사동,509,509,0,선사현대아파트,59.64,202502,1,"97,000",-,15,개인,개인,2000,상암로 11,-,중개거래,서울 강동구,-
4320,서울특별시 서대문구 북아현동,1017,1017,0,힐스테이트신촌,84.9557,202502,1,"148,000",-,11,개인,개인,2020,이화여대8길 123,-,중개거래,서울 서대문구,-
4321,서울특별시 동작구 상도동,283-68,283,68,파크뷰아파트,79.44,202502,1,"60,700",-,2,개인,개인,2009,성대로6가길 144,-,중개거래,서울 동작구,-
4322,서울특별시 동작구 상도동,531,531,0,힐스테이트 상도 센트럴파크,59.7754,202502,1,"132,000",-,11,개인,개인,2012,상도로 346-1,-,중개거래,서울 동작구,-
4323,서울특별시 동작구 상도동,415,415,0,중앙하이츠빌,84.9883,202502,1,"101,500",-,3,개인,개인,2003,상도로 320,-,중개거래,서울 동작구,-
4324,서울특별시 서대문구 북아현동,1017,1017,0,힐스테이트신촌,84.9557,202502,1,"148,000",-,11,개인,개인,2020,이화여대8길 123,20250217,중개거래,서울 서대문구,-
4325,서울특별시 성북구 정릉동,1025,1025,0,정릉힐스테이트,59.94,202502,1,"68,000",-,22,개인,개인,2004,정릉로 292,-,중개거래,서울 성북구,-
4326,서울특별시 성북구 정릉동,1015,1015,0,길음뉴타운경남아너스빌,50.45,202502,1,"50,250",-,4,개인,개인,1999,정릉로 305,-,중개거래,서울 성북구,-
4327,서울특별시 성북구 정릉동,1021,1021,0,대우,84.83,202502,1,"57,000",-,6,개인,개인,2001,보국문로30길 15,-,중개거래,서울 성북구,-
4328,서울특별시 성북구 정릉동,239,239,0,정릉풍림아이원,59.88,202502,1,"52,500",-,9,개인,개인,2005,솔샘로25길 11-11,-,중개거래,서울 성북구,-
4329,서울특별시 양천구 신월동,1057,1057,0,롯데캐슬(1057-0),84.94,202502,1,"82,500",-,7,개인,개인,2010,오목로5길 19,-,중개거래,서울 양천구,-
4330,서울특별시 동작구 상도동,421,421,0,삼성래미안2,59.886,202502,1,"89,500",209,2,개인,개인,2003,상도로55길 47,-,중개거래,서울 동작구,25.02.28
4331,서울특별시 송파구 장지동,856,856,0,송파파인타운10단지,59.95,202502,1,"118,300",-,13,개인,개인,2007,송파대로8길 20,-,중개거래,서울 송파구,-
4332,서울특별시 성북구 길음동,1286,1286,0,길음뉴타운9단지(래미안),59.96,202502,1,"91,000",-,3,개인,개인,2010,길음로9길 50,-,중개거래,서울 성북구,-
4333,서울특별시 성북구 길음동,1278,1278,0,길음동동부센트레빌(1278-0),59.998,202502,1,"70,800",-,2,개인,개인,2003,숭인로2길 61,-,중개거래,서울 성북구,-
4334,서울특별시 성북구 길음동,1278,1278,0,길음동동부센트레빌(1278-0),59.998,202502,1,"72,900",-,6,개인,개인,2003,숭인로2길 61,-,중개거래,서울 성북구,-
4335,서울특별시 성북구 길음동,1276,1276,0,삼부컨비니언,111.71,202502,1,"84,700",104,11,개인,개인,1998,동소문로 248,-,중개거래,서울 성북구,25.02.27
4336,서울특별시 양천구 목동,200,200,0,우성,84.63,202502,1,"130,500",-,7,개인,개인,1992,목동중앙로 143,-,중개거래,서울 양천구,-
4337,서울특별시 양천구 목동,961,961,0,하이페리온2,119.523,202502,1,"255,000",-,14,개인,개인,2006,오목로 300,-,중개거래,서울 양천구,-
4338,서울특별시 강동구 상일동,519,519,0,고덕아르테온,84.97,202502,1,"170,500",-,17,개인,개인,2020,고덕로 360,-,중개거래,서울 강동구,-
4339,서울특별시 송파구 잠실동,44,44,0,레이크팰리스,84.82,202502,1,"234,500",-,1,개인,개인,2006,잠실로 88,-,중개거래,서울 송파구,-
4340,서울특별시 성북구 종암동,104-1,104,1,종암에스케이,114.75,202502,1,"101,000",-,14,개인,개인,1999,종암로24가길 53,-,중개거래,서울 성북구,-
4341,서울특별시 금천구 가산동,769,769,0,두산,59.84,202502,1,"58,000",-,3,개인,개인,1998,가산로 99,-,중개거래,서울 금천구,-
4342,서울특별시 성북구 종암동,104-1,104,1,종암에스케이,59.86,202502,1,"65,800",-,15,개인,개인,1999,종암로24가길 53,-,중개거래,서울 성북구,-
4343,서울특별시 송파구 문정동,150,150,0,올림픽훼밀리타운,84.751,202502,1,"195,500",-,9,개인,개인,1988,중대로 24,-,중개거래,서울 송파구,-
4344,서울특별시 송파구 문정동,145,145,0,문정시영,46.26,202502,1,"71,800",-,11,개인,개인,1989,송이로31길 56,-,중개거래,"서울 서초구, 서울 송파구",-
4345,서울특별시 성북구 하월곡동,228,228,0,꿈의숲푸르지오,84.73,202502,1,"78,500",-,1,개인,개인,2010,오패산로16가길 40,-,중개거래,서울 성북구,-
4346,서울특별시 성북구 장위동,320,320,0,래미안장위퍼스트하이,59.99,202502,1,"95,000",-,23,개인,개인,2020,한천로 713,-,중개거래,서울 성북구,-
4347,서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,202502,1,"31,000",-,9,개인,개인,2002,강남대로53길 11,-,중개거래,서울 서초구,25.02.20
4348,서울특별시 영등포구 신길동,4950,4950,0,래미안에스티움,59.95,202502,1,"128,500",-,11,개인,개인,2017,신풍로 77,-,중개거래,서울 영등포구,-
4349,서울특별시 영등포구 신길동,456-19,456,19,다울101동,84.94,202502,1,"82,500",-,4,개인,개인,2006,영등포로84길 42,-,중개거래,서울 영등포구,-
4350,서울특별시 강동구 상일동,514,514,0,고덕롯데캐슬베네루체,59.981,202502,1,"122,500",-,3,개인,개인,2019,상암로79길 88,-,중개거래,서울 강동구,-
4351,서울특별시 강남구 도곡동,551-28,551,28,롯데캐슬모닝,84.51,202502,1,"169,000",-,8,개인,개인,2003,도곡로14길 12,-,중개거래,서울 강남구,-
4352,서울특별시 강서구 방화동,796,796,0,신동아,59.4,202502,1,"58,000",-,10,개인,개인,1995,방화대로37길 15,-,중개거래,서울 강서구,-
4353,서울특별시 은평구 응암동,764,764,0,백련산힐스테이트4차,84.98,202502,1,"90,000",-,14,개인,개인,2018,백련산로 37,-,중개거래,서울 은평구,-
4354,서울특별시 강북구 미아동,1371,1371,0,꿈의숲한신더휴,59.9894,202502,1,"69,500",-,3,개인,개인,2022,오패산로 202,-,중개거래,서울 강북구,-
4355,서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,59.98,202502,1,"58,000",-,13,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-
4356,서울특별시 강북구 미아동,1356,1356,0,경남아너스빌(1356-0),84.873,202502,1,"75,000",-,12,개인,개인,2003,오패산로30길 30,-,중개거래,서울 강북구,-
4357,서울특별시 양천구 신정동,1279,1279,0,목동현대3차,101.91,202502,1,"148,000",-,19,개인,개인,1997,목동동로12길 60,-,중개거래,서울 양천구,-
4358,서울특별시 동대문구 청량리동,60,60,0,한신,84.92,202502,1,"82,000",-,7,개인,개인,1997,제기로 131,-,중개거래,서울 동대문구,-
4359,서울특별시 강남구 도곡동,941-1,941,1,도곡루아르,46.4128,202502,1,"103,000",-,6,개인,개인,2022,도곡로 128,-,중개거래,대전 서구,-
4360,서울특별시 영등포구 신길동,365,365,0,우성1,83.64,202502,1,"94,500",-,6,개인,개인,1986,도신로 68,-,중개거래,서울 영등포구,-
4361,서울특별시 영등포구 신길동,4934,4934,0,삼성래미안,84.91,202502,1,"90,000",-,15,개인,개인,2001,가마산로79길 7,-,중개거래,서울 영등포구,-
4362,서울특별시 서초구 방배동,899-16,899,16,브라운스톤방배,84.96,202502,1,"175,000",-,1,개인,개인,2005,서초대로26길 19,-,중개거래,서울 서초구,-
4363,서울특별시 강북구 번동,234,234,0,주공4단지,41.3,202502,1,"30,300",-,1,개인,개인,1991,오현로 207,-,중개거래,서울 강북구,-
4364,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202502,1,"231,000",-,13,개인,개인,2017,송월길 99,-,중개거래,"서울 은평구, 서울 종로구",-
4365,서울특별시 강남구 대치동,974,974,0,대치현대,59.82,202502,1,"189,500",-,9,개인,개인,1999,삼성로64길 5,-,중개거래,서울 강남구,-
4366,서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,59.99,202502,1,"76,800",101,11,개인,개인,2005,은천로 93,-,중개거래,서울 관악구,25.02.27
4367,서울특별시 강동구 상일동,515,515,0,고덕숲아이파크,59.97,202502,1,"119,500",-,13,개인,개인,2018,고덕로80길 134,-,중개거래,서울 강동구,-
4368,서울특별시 강동구 상일동,490,490,0,고덕리엔파크3단지,84.83,202502,1,"104,500",-,9,개인,개인,2011,상일로 74,-,중개거래,"경기 고양시 덕양구, 서울 강동구",-
4369,서울특별시 강남구 역삼동,754-1,754,1,역삼푸르지오,84.9097,202502,1,"289,000",-,6,개인,개인,2006,언주로 332,-,중개거래,서울 강남구,-
4370,서울특별시 강남구 도곡동,933,933,0,도곡쌍용예가,207.52,202502,1,"265,000",-,3,개인,개인,1978,남부순환로363길 30,-,중개거래,서울 강남구,-
4371,서울특별시 송파구 잠실동,22,22,0,리센츠,84.99,202502,1,"279,000",-,20,개인,개인,2008,올림픽로 135,-,중개거래,서울 송파구,-
4372,서울특별시 송파구 잠실동,239-6,239,6,한영해시안아파트,54.14,202502,1,"64,000",-,5,개인,개인,2017,백제고분로19길 23,-,중개거래,서울 송파구,25.02.05
4373,서울특별시 강남구 도곡동,934-10,934,10,도곡우성아파트,76.38,202502,1,"182,500",-,1,개인,개인,1986,남부순환로363길 49,-,중개거래,서울 강남구,-
4374,서울특별시 강동구 상일동,476,476,0,중앙하이츠,84.23,202502,1,"86,000",-,1,개인,개인,1992,구천면로 557,-,중개거래,서울 강동구,-
4375,서울특별시 관악구 봉천동,1718,1718,0,벽산블루밍,59.99,202502,1,"77,000",-,13,개인,개인,2005,은천로 93,-,중개거래,서울 관악구,-
4376,서울특별시 동대문구 장안동,569,569,0,현대홈타운2차,84.97,202502,1,"85,000",-,4,개인,개인,2005,장한로26다길 84,-,중개거래,서울 동대문구,-
4377,서울특별시 강남구 도곡동,967,967,0,경남,59.76,202502,1,"166,000",-,9,개인,개인,2005,논현로 209,-,중개거래,서울 강남구,-
4378,서울특별시 용산구 이촌동,402,402,0,강촌,59.12,202502,1,"166,000",-,20,개인,개인,1998,이촌로87길 14,-,중개거래,서울 용산구,-
4379,서울특별시 강남구 역삼동,754-1,754,1,역삼푸르지오,59.8848,202502,1,"228,000",-,18,개인,개인,2006,언주로 332,-,중개거래,서울 강남구,-
4380,서울특별시 송파구 가락동,140,140,0,가락(1차)쌍용아파트,59.92,202502,1,"120,000",-,3,개인,개인,1997,동남로 193,-,중개거래,서울 송파구,-
4381,서울특별시 송파구 가락동,06월 21일,21,6,가락쌍용(2차),59.88,202502,1,"113,000",-,21,개인,개인,1999,송이로15길 31,-,중개거래,"서울 강동구, 서울 송파구",-
4382,서울특별시 마포구 하중동,101,101,0,한강밤섬자이,138.08,202502,1,"300,000",-,20,개인,개인,2010,토정로 158,-,중개거래,서울 마포구,-
4383,서울특별시 송파구 가락동,913,913,0,헬리오시티,84.98,202502,1,"233,000",-,11,개인,개인,2018,송파대로 345,-,중개거래,서울 송파구,-
4384,서울특별시 서초구 방배동,1344,1344,0,방배1차현대홈타운,59.94,202502,1,"162,250",-,7,개인,개인,1999,서초대로1길 30,-,중개거래,서울 서초구,-
4385,서울특별시 서초구 방배동,799-8,799,8,써니힐즈,109.8,202502,1,"211,500",-,4,개인,개인,2013,방배로32길 109,-,중개거래,서울 서초구,-
4386,서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,84.793,202502,1,"144,000",-,10,개인,개인,2019,서강로3길 32,-,중개거래,서울 마포구,-
4387,서울특별시 송파구 잠실동,101-1,101,1,우성아파트,131.08,202502,1,"285,000",7,2,개인,개인,1981,올림픽로4길 42,-,중개거래,서울 송파구,25.02.20
4388,서울특별시 동작구 사당동,1160,1160,0,사당롯데캐슬골든포레,49.4797,202502,1,"95,000",-,18,개인,개인,2021,사당로 90,-,중개거래,서울 동작구,-
4389,서울특별시 송파구 석촌동,285,285,0,잠실한솔,59.86,202502,1,"128,500",-,14,개인,개인,2000,백제고분로 348,-,중개거래,서울 송파구,-
4390,서울특별시 송파구 석촌동,285,285,0,잠실한솔,59.86,202502,1,"128,500",-,14,개인,개인,2000,백제고분로 348,20250210,중개거래,서울 송파구,-
4391,서울특별시 구로구 구로동,1058,1058,0,우성(1058),84.38,202502,1,"72,500",-,6,개인,개인,1995,구일로8길 31,-,중개거래,서울 구로구,-
4392,서울특별시 구로구 구로동,642-9,642,9,한신,44.78,202502,1,"43,000",-,3,개인,개인,1988,구일로8길 63,-,중개거래,서울 구로구,-
4393,서울특별시 서초구 반포동,20-43,20,43,반포자이,59.98,202502,1,"300,000",-,25,개인,개인,2009,신반포로 270,-,중개거래,서울 강남구,-
4394,서울특별시 은평구 불광동,484-63,484,63,연신내역트리플라101동,23.17,202502,1,"31,500",-,7,개인,법인,2021,통일로82길 6-3,-,직거래,-,-
4395,서울특별시 도봉구 창동,810,810,0,신창,59.4,202502,1,"40,000",-,15,개인,개인,1998,덕릉로62길 13,-,중개거래,서울 도봉구,-
4396,서울특별시 도봉구 창동,347,347,0,창동주공3단지(해등마을),49.94,202502,1,"58,000",-,5,개인,개인,1991,해등로 50,-,중개거래,서울 도봉구,-
4397,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.8772,202502,1,"179,000",-,18,개인,개인,2021,대흥로24길 24,-,중개거래,서울 마포구,-
4398,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.7848,202502,1,"184,000",-,17,개인,개인,2021,대흥로24길 24,-,중개거래,서울 마포구,-
4399,서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.8772,202502,1,"179,000",-,18,개인,개인,2021,대흥로24길 24,20250224,중개거래,서울 마포구,-
4400,서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,202502,1,"77,000",-,11,개인,개인,2004,불광로2길 16,-,중개거래,서울 은평구,-
4401,서울특별시 서초구 서초동,1326-17,1326,17,우성아파트,59.93,202502,1,"168,000",-,12,개인,개인,1998,서초대로74길 30,-,중개거래,서울 서초구,-
4402,서울특별시 영등포구 문래동6가,45,45,0,현대2차,41.04,202502,1,"59,000",-,14,개인,개인,1987,문래로4길 6,-,중개거래,서울 영등포구,-
4403,서울특별시 동대문구 답십리동,1009,1009,0,힐스테이트청계,48.98,202502,1,"92,000",-,5,개인,개인,2018,천호대로55길 11,-,중개거래,서울 동대문구,-
4404,서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,12.85,202502,1,"18,100",-,6,개인,개인,2014,신촌로 160,-,중개거래,서울 마포구,25.02.18
4405,서울특별시 송파구 송파동,164,164,0,금강KCC,58.45,202502,1,"91,000",-,4,개인,개인,2003,송이로 27-1,-,중개거래,서울 송파구,-
4406,서울특별시 종로구 무악동,82,82,0,현대,114.9,202502,1,"143,900",-,11,개인,개인,2000,통일로 246-20,-,중개거래,"서울 서대문구, 서울 종로구",-
4407,서울특별시 마포구 용강동,494-8,494,8,두영,130.86,202502,1,"105,500",-,3,개인,개인,2003,대흥로 20,-,중개거래,"서울 동작구, 서울 마포구",-
4408,서울특별시 중구 만리동2가,273,273,0,서울역센트럴자이,84.972,202502,1,"177,000",-,18,개인,개인,2017,만리재로 175,-,중개거래,서울 서대문구,-
4409,서울특별시 성동구 응봉동,98,98,0,금호현대,59.91,202502,1,"91,800",-,8,개인,개인,1990,독서당로 377,-,중개거래,서울 성동구,-
4410,서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,202502,1,"157,000",-,6,개인,개인,2001,고산자로 160,-,중개거래,서울 성동구,-
4411,서울특별시 노원구 월계동,951,951,0,월계센트럴아이파크,59.99,202502,1,"85,500",-,15,개인,개인,2020,초안산로2라길 26,-,중개거래,서울 노원구,-
4412,서울특별시 강동구 고덕동,312,312,0,배재현대,59.94,202502,1,"101,000",-,7,개인,개인,1995,고덕로61길 37,-,중개거래,서울 강동구,-
4413,서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.35,202502,1,"138,000",-,16,개인,개인,2016,아리수로50길 50,-,중개거래,서울 강동구,-
4414,서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.96,202502,1,"145,500",-,11,개인,개인,2016,아리수로50길 50,-,중개거래,서울 강동구,-
4415,서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,59.23,202502,1,"141,000",-,8,개인,개인,2016,아리수로50길 50,-,중개거래,서울 강동구,-
4416,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,73.873,202502,1,"168,000",-,9,개인,개인,2019,고덕로 333,-,중개거래,서울 강동구,-
4417,서울특별시 노원구 월계동,925,925,0,대동,59.76,202502,1,"52,000",-,8,개인,개인,1997,광운로 46,-,중개거래,서울 노원구,-
4418,서울특별시 마포구 도화동,82,82,0,우성,141.515,202502,1,"167,000",-,7,개인,개인,1991,삼개로 33,-,중개거래,서울 마포구,-
4419,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,59.48,202502,1,"95,800",-,1,개인,개인,2000,만리재로 74,-,중개거래,서울 마포구,-
4420,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,59.48,202502,1,"97,800",-,1,개인,개인,2000,만리재로 74,-,중개거래,서울 마포구,-
4421,서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,59.48,202502,1,"97,800",-,1,개인,개인,2000,만리재로 74,20250226,중개거래,서울 마포구,-
4422,서울특별시 종로구 숭인동,1392-1,1392,1,종로아인스빌,12.15,202502,1,"11,000",-,15,개인,개인,2013,난계로29가길 19,-,직거래,-,25.02.24
4423,서울특별시 노원구 공릉동,758,758,0,태릉해링턴플레이스,59.98,202502,1,"82,700",-,11,개인,개인,2022,공릉로34길 86,-,중개거래,서울 노원구,-
4424,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,202502,1,"36,000",-,12,개인,개인,1994,섬밭로 123,-,중개거래,서울 노원구,-
4425,서울특별시 노원구 공릉동,715,715,0,시영3차(라이프)아파트,39.6,202502,1,"34,000",-,15,개인,개인,1994,섬밭로 123,-,중개거래,서울 노원구,-
4426,서울특별시 동대문구 전농동,690,690,0,래미안크레시티,59.99,202502,1,"124,800",-,17,개인,개인,2014,사가정로 65,-,중개거래,서울 동대문구,-
4427,서울특별시 서대문구 홍제동,474,474,0,홍제역해링턴플레이스,59.99,202502,1,"111,000",114,11,개인,개인,2024,세무서8길 30,-,중개거래,서울 서대문구,25.02.28
4428,서울특별시 성동구 응봉동,100,100,0,대림(1차),113.71,202502,1,"169,000",-,15,개인,개인,1986,독서당로62길 43,-,중개거래,서울 성동구,-
4429,서울특별시 마포구 공덕동,43,43,0,공덕2삼성래미안,59.97,202502,1,"135,500",-,14,개인,개인,2004,마포대로20길 26,-,중개거래,서울 마포구,-
4430,서울특별시 강남구 일원동,716,716,0,목련타운,99.79,202502,1,"247,000",-,15,개인,개인,1993,광평로19길 15,-,중개거래,서울 강남구,-
4431,서울특별시 관악구 봉천동,1728,1728,0,관악파크푸르지오,84.99,202502,1,"91,500",-,17,개인,개인,2014,행운10길 21,-,중개거래,서울 관악구,-
4432,서울특별시 서대문구 홍제동,463,463,0,문화촌현대,84.99,202502,1,"69,500",-,2,개인,개인,2002,문화촌길 6-24,-,중개거래,서울 서대문구,-
4433,서울특별시 노원구 하계동,274,274,0,청솔(시영7),39.92,202502,1,"38,000",-,5,개인,개인,1989,공릉로59길 25,-,중개거래,서울 노원구,-
4434,서울특별시 마포구 아현동,804,804,0,더클래시,59.97,202502,1,"165,000",-,12,개인,개인,2022,신촌로28길 50,-,중개거래,서울 마포구,-
4435,서울특별시 마포구 아현동,804,804,0,더클래시,84.94,202502,1,"199,000",-,15,개인,개인,2022,신촌로28길 50,-,중개거래,서울 마포구,-
4436,서울특별시 마포구 아현동,804,804,0,더클래시,84.98,202502,1,"202,500",-,10,개인,개인,2022,신촌로28길 50,-,중개거래,서울 마포구,-
4437,서울특별시 마포구 아현동,800,800,0,공덕자이,84.99,202502,1,"184,500",-,10,개인,개인,2015,마포대로24길 16,-,중개거래,서울 마포구,-
4438,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오4단지,59.9656,202502,1,"163,500",403,4,개인,개인,2014,마포대로 195,-,중개거래,서울 마포구,25.02.28
4439,서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오2단지,114.588,202502,1,"246,000",-,18,개인,개인,2014,마포대로 195,-,중개거래,서울 마포구,-
