NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
365,서울특별시 마포구 도화동,353,353,0,현대홈타운,113.25,202502,25,"129,000",-,14,개인,개인,2000,새창로8길 72,-,중개거래,서울 마포구,-
366,서울특별시 서대문구 천연동,145,145,0,천연뜨란채,57.78,202502,25,"83,500",-,2,개인,개인,2006,독립문로8길 54,-,중개거래,서울 서대문구,-
367,서울특별시 성동구 하왕십리동,1071,1071,0,왕십리자이,59.99,202502,25,"124,700",-,8,개인,개인,2017,난계로 100,-,중개거래,서울 성동구,-
368,서울특별시 송파구 풍납동,508,508,0,한강극동,84.76,202502,25,"110,000",-,5,개인,개인,1995,토성로 38-6,-,중개거래,서울 송파구,-
369,서울특별시 마포구 용강동,501,501,0,대림2차,84.88,202502,25,"161,800",-,11,개인,개인,2004,토정로32길 6,-,중개거래,서울 마포구,-
370,서울특별시 은평구 녹번동,276,276,0,대림아파트(276),84.94,202502,25,"70,800",-,15,개인,개인,1993,통일로 586,-,중개거래,"서울 성동구, 서울 은평구",-
371,서울특별시 성동구 마장동,820,820,0,왕십리금호어울림,84.97,202502,25,"124,500",-,3,개인,개인,2006,마조로 57,-,중개거래,서울 성동구,-
372,서울특별시 강남구 압구정동,397,397,0,미성2차,74.4,202502,25,"357,000",-,2,개인,개인,1987,압구정로 113,-,중개거래,서울 강남구,-
373,서울특별시 영등포구 신길동,4945,4945,0,래미안영등포프레비뉴,84.98,202502,25,"135,300",-,9,개인,개인,2015,가마산로 442,-,중개거래,서울 영등포구,-
374,서울특별시 도봉구 도봉동,647,647,0,도봉파크빌2,84.166,202502,25,"64,400",-,14,개인,개인,2002,마들로 835,-,중개거래,서울 도봉구,-
375,서울특별시 강동구 길동,339-1,339,1,동서울오네뜨,84.87,202502,25,"73,000",-,8,개인,개인,2009,양재대로124길 32,-,중개거래,서울 강동구,-
376,서울특별시 강동구 길동,53,53,0,삼익파크맨션,97.21,202502,25,"104,800",-,11,개인,개인,1982,명일로 293,-,중개거래,서울 강동구,-
377,서울특별시 도봉구 창동,819,819,0,태영데시앙,84.995,202502,25,"79,000",-,20,개인,개인,2003,도봉로110다길 51,-,중개거래,서울 도봉구,-
378,서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,114.93,202502,25,"174,500",-,15,개인,개인,1999,독막로 266,-,중개거래,서울 마포구,-
379,서울특별시 송파구 송파동,162,162,0,송파삼성래미안아파트,105.99,202502,25,"175,000",-,19,개인,개인,2001,오금로32길 14,-,중개거래,서울 송파구,-
380,서울특별시 마포구 신수동,459,459,0,밤섬경남아너스빌,84.83,202502,25,"136,000",-,10,개인,개인,2009,독막로28길 10,-,중개거래,서울 마포구,-
381,서울특별시 은평구 구산동,213-4,213,4,새천년구산2차,51.04,202502,25,"24,000",-,7,개인,개인,2004,갈현로 164,-,중개거래,서울 은평구,25.02.27
382,서울특별시 성동구 행당동,346,346,0,행당한진타운,84.71,202502,25,"134,000",-,4,개인,개인,2000,행당로 82,-,중개거래,서울 성동구,-
383,서울특별시 성동구 행당동,346,346,0,행당한진타운,84.71,202502,25,"138,800",-,20,개인,개인,2000,행당로 82,-,중개거래,서울 성동구,-
384,서울특별시 노원구 중계동,598,598,0,한화꿈에그린,84.902,202502,25,"80,000",-,9,개인,개인,2005,중계로8길 29,-,중개거래,서울 노원구,-
385,서울특별시 성동구 응봉동,98,98,0,금호현대,79.8,202502,25,"114,000",-,5,개인,개인,1990,독서당로 377,-,중개거래,서울 성동구,-
386,서울특별시 노원구 중계동,360-2,360,2,청구3,84.77,202502,25,"115,300",-,5,개인,개인,1996,중계로 233,-,중개거래,서울 노원구,-
387,서울특별시 강북구 우이동,1,1,0,성원상떼빌,84.98,202502,25,"45,000",-,6,개인,개인,1990,삼양로 658,-,중개거래,서울 강북구,-
388,서울특별시 강북구 수유동,410-45,410,45,한솔힐스빌,59.82,202502,25,"26,000",-,2,개인,개인,2000,인수봉로61길 6-12,-,중개거래,서울 강북구,-
389,서울특별시 관악구 봉천동,1719,1719,0,관악동부센트레빌,84.7,202502,25,"92,000",-,10,개인,개인,2004,은천로33길 5,-,중개거래,서울 관악구,-
390,서울특별시 강북구 번동,234,234,0,주공4단지,49.94,202502,25,"43,000",-,4,개인,개인,1991,오현로 207,-,중개거래,서울 강북구,-
391,서울특별시 강북구 번동,242,242,0,주공1단지,41.3,202502,25,"41,800",-,7,개인,개인,1991,한천로105길 23,-,중개거래,서울 강북구,-
392,서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,84.9956,202502,25,"83,500",-,3,개인,개인,2004,불광로2길 16,-,중개거래,서울 은평구,-
393,서울특별시 성동구 금호동1가,1823,1823,0,이편한세상금호파크힐스,59.983,202502,25,"154,000",-,3,개인,개인,2019,금호로 140,-,중개거래,서울 성동구,-
394,서울특별시 성동구 금호동1가,633,633,0,벽산,114.57,202502,25,"135,000",-,15,개인,개인,2001,금호로 100,-,중개거래,서울 성동구,-
395,서울특별시 강북구 번동,470-1,470,1,삼성,84.96,202502,25,"63,000",-,5,개인,개인,1998,도봉로98길 33,-,중개거래,"서울 강북구, 서울 동작구",-
396,서울특별시 마포구 상암동,1655,1655,0,상암월드컵파크4단지,84.66,202502,25,"136,000",-,7,개인,개인,2006,상암산로1길 24,-,중개거래,서울 마포구,-
397,서울특별시 강남구 삼성동,02월 16일,16,2,삼성동힐스테이트 1단지,84.236,202502,25,"300,000",-,7,개인,개인,2008,학동로68길 29,-,중개거래,"서울 강남구, 서울 성동구",-
398,서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,84.71,202502,25,"65,000",-,9,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-
399,서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,59.98,202502,25,"59,500",-,17,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-
400,서울특별시 강북구 미아동,1369,1369,0,꿈의숲해링턴플레이스,59.36,202502,25,"78,250",-,2,개인,개인,2019,오현로 45,-,중개거래,"서울 강북구, 서울 구로구",-
401,서울특별시 강동구 상일동,521,521,0,고덕자이,84.9712,202502,25,"154,000",-,9,개인,개인,2021,상일로 55,-,중개거래,서울 강동구,-
402,서울특별시 강동구 상일동,519,519,0,고덕아르테온,84.93,202502,25,"171,500",-,21,개인,개인,2020,고덕로 360,-,중개거래,서울 강동구,-
403,서울특별시 은평구 증산동,244,244,0,DMC우방,59.91,202502,25,"71,000",-,17,개인,개인,2000,증산로3길 26-1,-,중개거래,서울 은평구,-
404,서울특별시 송파구 가락동,70-19,70,19,대림,84.11,202502,25,"119,500",-,14,개인,개인,1988,송이로 88,-,중개거래,서울 송파구,-
405,서울특별시 성북구 상월곡동,55-56,55,56,우남푸르미아,84.51,202502,25,"62,000",-,7,개인,개인,1994,화랑로15길 4,-,중개거래,서울 성북구,-
406,서울특별시 영등포구 여의도동,May-61,61,5,리버타워,234.02,202502,25,"207,000",-,25,개인,개인,2000,63로 36,-,중개거래,서울 영등포구,-
407,서울특별시 영등포구 여의도동,Jan-38,38,1,"광장(1,2동)",138.81,202502,25,"255,000",-,2,개인,개인,1978,여의나루로 12,-,중개거래,서울 영등포구,-
408,서울특별시 성북구 하월곡동,222,222,0,월곡두산위브,84.843,202502,25,"82,200",-,7,개인,개인,2003,오패산로 46,-,중개거래,"서울 동대문구, 서울 성북구",-
409,서울특별시 양천구 신정동,1326,1326,0,래미안목동아델리체(101동~118동),84.95,202502,25,"156,000",-,20,개인,개인,2021,중앙로43길 14,-,중개거래,서울 양천구,-
410,서울특별시 양천구 신정동,1278,1278,0,목동삼성,84.77,202502,25,"123,800",-,6,개인,개인,1996,신목로 7,-,중개거래,서울 양천구,-
411,서울특별시 양천구 신정동,1277,1277,0,신트리4,59.73,202502,25,"62,000",-,2,개인,개인,2000,신정로 260,-,중개거래,서울 양천구,-
412,서울특별시 관악구 봉천동,1708,1708,0,두산,114.99,202502,25,"106,000",-,21,개인,개인,2000,은천로 86,-,중개거래,서울 관악구,-
413,서울특별시 강남구 청담동,60,60,0,삼성청담공원아파트,107.22,202502,25,"260,000",-,10,개인,개인,1999,도산대로96길 39,-,중개거래,서울 강남구,-
414,서울특별시 성북구 길음동,1279,1279,0,길음뉴타운1단지(래미안길음1차),84.96,202502,25,"95,000",-,6,개인,개인,2003,길음로9길 40,-,중개거래,서울 성북구,-
415,서울특별시 성북구 길음동,1278,1278,0,길음동동부센트레빌(1278-0),59.998,202502,25,"78,200",-,9,개인,개인,2003,숭인로2길 61,-,중개거래,"서울 강북구, 서울 성북구",-
416,서울특별시 성북구 길음동,1285,1285,0,길음뉴타운7단지(두산위브),84.96,202502,25,"102,500",-,13,개인,개인,2010,길음로13길 22,-,중개거래,서울 성북구,-
417,서울특별시 성북구 길음동,1285,1285,0,길음뉴타운7단지(두산위브),84.96,202502,25,"90,000",-,1,개인,개인,2010,길음로13길 22,-,직거래,-,-
418,서울특별시 은평구 불광동,633,633,0,북한산현대홈타운,59.9765,202502,25,"80,000",-,9,개인,개인,2004,불광로2길 16,-,중개거래,서울 은평구,-
419,서울특별시 성동구 성수동2가,830,830,0,강변금호타운,59.67,202502,25,"199,000",-,2,개인,개인,1994,둘레19길 6,-,중개거래,"서울 성동구, 서울 용산구",-
420,서울특별시 성동구 성수동2가,712,712,0,청구강변1,84.87,202502,25,"229,500",-,1,개인,개인,1994,둘레15길 7,-,중개거래,"서울 성동구, 서울 용산구",-
421,서울특별시 성동구 송정동,May-67,67,5,히페리온리버팰리스,84.4845,202502,25,"88,500",-,8,개인,개인,2022,송정길 32,-,중개거래,서울 성동구,-
422,서울특별시 양천구 목동,911,911,0,목동신시가지6,47.94,202502,25,"159,000",-,20,개인,개인,1986,목동동로 430,-,중개거래,서울 양천구,-
423,서울특별시 성북구 정릉동,1015,1015,0,길음뉴타운경남아너스빌,59.59,202502,25,"61,500",-,14,개인,개인,1999,정릉로 305,-,중개거래,서울 성북구,-
424,서울특별시 광진구 구의동,680,680,0,e편한세상광진그랜드파크,115.9468,202502,25,"205,000",-,15,개인,개인,2021,광나루로 458,-,중개거래,서울 광진구,-
425,서울특별시 서초구 반포동,02월 12일,2,12,아크로리버파크,154.97,202502,25,"1,000,000",-,20,개인,개인,2016,신반포로15길 19,-,중개거래,서울 서초구,-
426,서울특별시 서초구 반포동,02월 12일,2,12,아크로리버파크,59.98,202502,25,"370,000",-,16,개인,개인,2016,신반포로15길 19,-,중개거래,서울 서초구,-
427,서울특별시 양천구 신월동,05월 24일,24,5,강국,82.17,202502,25,"51,000",-,3,개인,개인,2006,월정로 245,-,중개거래,서울 양천구,-
428,서울특별시 양천구 신월동,533-1,533,1,신월동금용,59.99,202502,25,"42,250",-,3,개인,개인,1998,신월로17길 22,-,중개거래,서울 양천구,-
429,서울특별시 성북구 보문동6가,Feb-36,36,2,아남,84.9,202502,25,"65,500",-,6,개인,개인,1994,보문사길 112,-,중개거래,서울 성북구,-
430,서울특별시 구로구 오류동,150-42,150,42,길훈,53.94,202502,25,"29,900",-,2,개인,개인,1986,오류로8라길 20-8,-,중개거래,서울 구로구,-
431,서울특별시 구로구 오류동,351,351,0,서해그랑블,84.71,202502,25,"54,000",-,6,개인,개인,2009,오리로13길 90-3,-,중개거래,서울 구로구,-
432,서울특별시 성북구 삼선동2가,425,425,0,삼선푸르지오,114.65,202502,25,"94,000",-,5,개인,개인,2008,보문로29다길 31,-,중개거래,서울 성북구,-
433,서울특별시 구로구 개봉동,475,475,0,영화,84.96,202502,25,"75,000",-,15,개인,개인,1998,경인로40길 11,-,중개거래,서울 구로구,-
434,서울특별시 구로구 개봉동,472,472,0,두산,59.69,202502,25,"48,300",-,4,개인,개인,1997,남부순환로95길 88,-,중개거래,서울 구로구,-
435,서울특별시 은평구 신사동,140-1,140,1,미성,83.27,202502,25,"60,000",-,5,개인,개인,1987,증산로15길 35-10,-,중개거래,서울 은평구,-
436,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,59.7479,202502,25,"260,000",-,13,개인,개인,2019,삼성로 11,-,중개거래,서울 강남구,-
437,서울특별시 광진구 광장동,576,576,0,광장현대9단지,84.96,202502,25,"140,000",-,4,개인,개인,1999,아차산로69길 19,-,중개거래,서울 광진구,-
438,서울특별시 강동구 고덕동,210-1,210,1,고덕센트럴푸르지오,84.95,202502,25,"165,000",-,36,개인,법인,2020,고덕로 399,-,중개거래,서울 강동구,-
439,서울특별시 강서구 염창동,270-1,270,1,태영,59.97,202502,25,"68,900",-,9,개인,개인,1999,공항대로61길 60,-,중개거래,서울 강서구,-
440,서울특별시 송파구 방이동,89,89,0,올림픽선수기자촌1단지,83.06,202502,25,"218,000",-,10,개인,개인,1988,양재대로 1218,-,중개거래,서울 송파구,-
441,서울특별시 강남구 도곡동,967,967,0,경남,59.76,202502,25,"164,000",-,17,개인,개인,2005,논현로 209,-,중개거래,서울 강남구,-
442,서울특별시 광진구 자양동,516,516,0,우성3,51.39,202502,25,"95,500",-,3,개인,개인,1989,뚝섬로35길 32,-,중개거래,서울 광진구,-
443,서울특별시 광진구 자양동,783-1,783,1,자양우성7,84.93,202502,25,"140,000",-,5,개인,개인,1998,아차산로36길 39,-,중개거래,서울 광진구,-
444,서울특별시 송파구 오금동,165,165,0,상아2차아파트,60,202502,25,"94,500",-,2,개인,개인,1988,오금로 407,-,중개거래,서울 송파구,-
445,서울특별시 중랑구 묵동,245-64,245,64,우성,50.25,202502,25,"29,700",-,2,개인,개인,1975,중랑역로 150,-,중개거래,서울 중랑구,-
446,서울특별시 종로구 홍파동,199,199,0,경희궁자이(2단지),84.8359,202502,25,"225,000",-,17,개인,개인,2017,송월길 99,-,중개거래,서울 종로구,-
447,서울특별시 구로구 고척동,Mar-97,97,3,삼명,43.74,202502,25,"27,500",-,3,개인,개인,1977,경서로1길 14,-,중개거래,서울 구로구,-
448,서울특별시 중랑구 상봉동,497,497,0,태영데시앙1,59.6772,202502,25,"67,500",-,10,개인,개인,2003,상봉중앙로8길 104,-,중개거래,서울 중랑구,-
449,서울특별시 중랑구 상봉동,498,498,0,태영데시앙2(1411동),59.86,202502,25,"62,900",-,7,개인,개인,2003,상봉중앙로8길 104,-,중개거래,서울 중랑구,-
450,서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,84.991,202502,25,"299,500",-,12,개인,개인,2005,선릉로69길 20,-,중개거래,서울 강남구,-
451,서울특별시 강서구 마곡동,744,744,0,마곡엠밸리9단지,84.89,202502,25,"134,000",-,9,개인,개인,2021,공항대로 103,-,중개거래,서울 강서구,-
452,서울특별시 구로구 구로동,256-1,256,1,삼성래미안,110.188,202502,25,"80,000",-,19,개인,개인,2004,디지털로31길 90,-,직거래,-,-
453,서울특별시 구로구 구로동,1263,1263,0,신도림롯데아파트,84.93,202502,25,"85,000",-,1,개인,개인,1999,새말로 31,-,중개거래,서울 구로구,-
454,서울특별시 은평구 응암동,769,769,0,녹번역e편한세상캐슬,59.96,202502,25,"96,500",-,8,개인,개인,2021,은평로 220,-,중개거래,서울 은평구,-
455,서울특별시 동대문구 이문동,311,311,0,래미안이문2차,59.79,202502,25,"81,000",-,7,개인,개인,2004,이문로12길 3-10,-,중개거래,서울 동대문구,-
456,서울특별시 동대문구 휘경동,57,57,0,주공1,114.73,202502,25,"90,000",-,4,개인,개인,2001,한천로 248,-,중개거래,서울 동대문구,-
457,서울특별시 은평구 응암동,761,761,0,백련산힐스테이트3차,84.32,202502,25,"82,000",-,10,개인,개인,2011,백련산로 36,20250227,중개거래,서울 은평구,-
458,서울특별시 서초구 서초동,1686-9,1686,9,서초교대e편한세상,59.9,202502,25,"220,000",-,7,개인,개인,2010,서초중앙로24길 33,-,중개거래,서울 서초구,-
459,서울특별시 서초구 서초동,1757,1757,0,서초그랑자이,84.51,202502,25,"340,000",-,34,개인,개인,2021,효령로 391,-,중개거래,서울 서초구,-
460,서울특별시 금천구 독산동,1093-4,1093,4,한신아파트,89.46,202502,24,"61,500",-,6,개인,개인,1991,한내로 62,-,중개거래,경기 광명시,-
461,서울특별시 도봉구 방학동,734,734,0,청구아파트,84.97,202502,24,"52,000",-,5,개인,개인,1995,시루봉로 71,20250225,중개거래,서울 도봉구,-
462,서울특별시 마포구 상수동,402,402,0,래미안밤섬리베뉴Ⅰ,121.4,202502,24,"227,000",-,16,개인,개인,2014,독막로20나길 22,-,중개거래,서울 마포구,-
463,서울특별시 영등포구 대림동,1132,1132,0,영등포자이르네,49.01,202502,24,"64,000",-,7,개인,개인,2022,시흥대로 625,-,중개거래,"서울 동작구, 서울 영등포구",-
464,서울특별시 동작구 노량진동,323,323,0,우성,84.96,202502,24,"104,000",-,7,개인,개인,1997,만양로8길 50,-,중개거래,"서울 동작구, 서울 서초구",-
465,서울특별시 강북구 미아동,1353,1353,0,에스케이북한산시티,84.76,202502,24,"68,000",-,10,개인,개인,2004,솔샘로 174,-,중개거래,서울 강북구,-
466,서울특별시 은평구 대조동,26-14,26,14,대경아르체아파트,29.99,202502,24,"35,000",-,3,개인,법인,2021,진흥로 153,-,직거래,-,25.02.25
467,서울특별시 노원구 월계동,18,18,0,한진한화그랑빌,84.97,202502,24,"92,500",-,25,개인,개인,2002,마들로 31,-,중개거래,서울 노원구,-
468,서울특별시 동대문구 장안동,575,575,0,장안평월드메르디앙2차,84.5,202502,24,"75,000",-,4,개인,개인,2007,천호대로97길 61,-,중개거래,서울 동대문구,-
469,서울특별시 강서구 염창동,295,295,0,성원,59.91,202502,24,"74,000",-,2,개인,개인,2001,양천로69길 65,-,중개거래,서울 강서구,-
470,서울특별시 강서구 염창동,240-32,240,32,금호타운,59.88,202502,24,"76,500",-,13,개인,개인,1999,양천로 595,-,중개거래,서울 강서구,-
471,서울특별시 강동구 고덕동,499,499,0,고덕 아이파크,84.98,202502,24,"167,000",-,15,개인,개인,2011,동남로79길 26,-,중개거래,서울 강동구,-
472,서울특별시 강동구 둔촌동,621,621,0,초원동아,59.63,202502,24,"69,500",-,8,개인,개인,1997,동남로49길 60-5,-,중개거래,서울 강동구,-
473,서울특별시 강동구 둔촌동,04월 30일,30,4,더샵둔촌포레,93.5441,202502,24,"159,000",-,9,개인,개인,1984,동남로49길 57,-,중개거래,서울 강동구,-
474,서울특별시 동작구 상도동,431,431,0,래미안상도3차,59.97,202502,24,"114,500",-,3,개인,개인,2004,상도로53길 8,-,중개거래,서울 동작구,-
475,서울특별시 동대문구 장안동,416-1,416,1,에스아이팰리스장안센텀,14.213,202502,24,"22,500",-,10,개인,개인,2020,한천로2길 84,-,직거래,-,25.02.24
476,서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,59.98,202502,24,"153,000",-,10,개인,개인,2016,금호로 173,-,중개거래,서울 성동구,-
477,서울특별시 성북구 길음동,1287-1,1287,1,롯데캐슬골든힐스,84.932,202502,24,"95,000",1102,17,개인,개인,2019,서경로 60,-,중개거래,서울 성북구,25.02.28
478,서울특별시 영등포구 대림동,608-1,608,1,현대3차,73.01,202502,24,"79,000",-,1,개인,개인,1997,도신로 31,-,중개거래,서울 영등포구,-
479,서울특별시 중랑구 면목동,1545,1545,0,사가정센트럴아이파크,84.87,202502,24,"124,000",-,15,개인,개인,2020,동일로92길 40,-,중개거래,서울 중랑구,-
480,서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.95,202502,24,"141,000",-,8,개인,개인,2016,왕십리로 410,-,중개거래,서울 성동구,-
481,서울특별시 영등포구 당산동5가,43,43,0,당산센트럴아이파크,84.98,202502,24,"181,500",-,6,개인,개인,2020,영신로 247,-,중개거래,서울 영등포구,-
482,서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,84.87,202502,24,"114,000",-,3,개인,개인,1999,영중로 145,-,중개거래,서울 영등포구,-
483,서울특별시 강동구 고덕동,688,688,0,래미안힐스테이트고덕,84.83,202502,24,"170,000",-,6,개인,개인,2016,아리수로50길 50,-,중개거래,서울 강동구,-
484,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,97.801,202502,24,"238,000",-,26,개인,개인,2019,고덕로 333,-,중개거래,서울 강동구,-
485,서울특별시 강동구 고덕동,693,693,0,고덕그라시움,59.785,202502,24,"154,000",-,21,개인,개인,2019,고덕로 333,-,중개거래,서울 강동구,-
486,서울특별시 관악구 봉천동,635-457,635,457,로마아트빌,84.47,202502,24,"45,000",-,2,개인,개인,2003,국회단지15길 39,-,중개거래,서울 관악구,-
487,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,202502,24,"102,000",-,7,개인,개인,2008,올림픽로 435,-,중개거래,서울 송파구,-
488,서울특별시 광진구 광장동,577,577,0,현대파크빌,84.81,202502,24,"165,000",-,2,개인,개인,2000,아차산로 549,-,중개거래,"서울 강남구, 서울 광진구",-
489,서울특별시 광진구 광장동,577,577,0,현대파크빌,84.81,202502,24,"164,500",-,11,개인,개인,2000,아차산로 549,-,중개거래,서울 광진구,-
490,서울특별시 강북구 미아동,813,813,0,래미안트리베라1단지,84.97,202502,24,"80,750",-,1,개인,개인,2010,삼양로19길 25,-,중개거래,서울 강북구,-
491,서울특별시 용산구 이촌동,434,434,0,동원베네스트,84.973,202502,24,"155,000",-,13,개인,개인,2005,이촌로14길 7,-,중개거래,서울 용산구,-
492,서울특별시 노원구 공릉동,81,81,0,태강아파트(아이파크),49.6,202502,24,"48,000",-,5,개인,개인,1999,공릉로34길 62,-,중개거래,서울 노원구,-
493,서울특별시 강남구 압구정동,447,447,0,"현대14차(203,204,205,206동)",84.98,202502,24,"500,000",-,5,개인,개인,1987,압구정로29길 57,-,중개거래,서울 강남구,-
494,서울특별시 성동구 하왕십리동,1070,1070,0,센트라스,59.95,202502,24,"141,000",-,8,개인,개인,2016,왕십리로 410,20250226,중개거래,서울 성동구,-
495,서울특별시 동대문구 답십리동,497-23,497,23,청계푸르지오시티,18.92,202502,24,"15,300",도시형생활주택,20,개인,개인,2015,천호대로 257,-,중개거래,서울 동대문구,25.02.27
496,서울특별시 양천구 목동,315-6,315,6,힐타운,74.05,202502,24,"47,500",-,4,개인,개인,2004,목동중앙본로19길 20,-,중개거래,서울 양천구,-
497,서울특별시 양천구 목동,904,904,0,목동신시가지4,48.69,202502,24,"140,000",-,15,개인,개인,1986,목동서로 130,-,중개거래,서울 양천구,-
498,서울특별시 양천구 목동,956,956,0,롯데캐슬위너,84.97,202502,24,"122,000",-,7,개인,개인,2005,목동중앙북로 38,-,중개거래,서울 양천구,-
499,서울특별시 중구 신당동,852,852,0,청구e편한세상,118.31,202502,24,"170,000",-,1,개인,개인,2011,청구로 64,-,중개거래,서울 중구,-
500,서울특별시 중구 신당동,372-66,372,66,(372-66),64.04,202502,24,"64,700",-,5,개인,개인,2010,동호로5길 12,-,중개거래,서울 중구,-
501,서울특별시 성동구 금호동3가,1662,1662,0,금호한신,59.99,202502,24,"100,500",-,6,개인,법인,2005,금호산길 27,-,중개거래,서울 성동구,-
502,서울특별시 강동구 명일동,15,15,0,삼익그린2차,66.87,202502,24,"130,800",-,6,개인,개인,1983,고덕로 210,-,중개거래,서울 강동구,-
503,서울특별시 강서구 가양동,1490,1490,0,가양도시개발9-2단지,34.44,202502,24,"48,900",-,4,개인,개인,1993,허준로 234,-,중개거래,서울 강서구,-
504,서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202502,24,"62,000",-,7,개인,개인,1992,허준로 139,-,중개거래,서울 강서구,-
505,서울특별시 강남구 청담동,134-38,134,38,청담자이,49.593,202502,24,"248,000",-,22,개인,개인,2011,영동대로138길 12,-,중개거래,서울 강남구,-
506,서울특별시 관악구 신림동,1735,1735,0,관악산휴먼시아2단지,114.7,202502,24,"81,200",-,12,개인,개인,2008,난곡로 55,-,중개거래,서울 관악구,-
507,서울특별시 동대문구 답십리동,42,42,0,동답한신,35.45,202502,24,"39,800",-,4,개인,개인,1992,답십리로 210-30,-,중개거래,서울 동대문구,-
508,서울특별시 강서구 가양동,1475,1475,0,강변,39.6,202502,24,"58,000",-,6,개인,개인,1992,허준로 139,-,중개거래,서울 강서구,-
509,서울특별시 강동구 상일동,519,519,0,고덕아르테온,84.97,202502,24,"165,000",-,9,개인,개인,2020,고덕로 360,-,중개거래,서울 강동구,-
510,서울특별시 동대문구 답십리동,41,41,0,동서울한양,76.41,202502,24,"46,000",-,4,개인,개인,1989,답십리로 184,-,중개거래,서울 동대문구,-
511,서울특별시 강서구 방화동,286-1,286,1,한미(286-1),47.22,202502,24,"40,800",-,3,개인,개인,1988,양천로23길 9,-,중개거래,서울 강서구,-
512,서울특별시 강서구 내발산동,749,749,0,마곡수명산파크5단지,59.87,202502,24,"86,000",-,4,개인,개인,2008,수명로2길 105,-,중개거래,서울 강서구,-
513,서울특별시 구로구 개봉동,470,470,0,삼환,59.4,202502,24,"51,000",-,19,개인,개인,1995,남부순환로95길 54,-,중개거래,서울 구로구,-
514,서울특별시 성북구 정릉동,1018,1018,0,길음뉴타운데시앙,59.42,202502,24,"53,000",-,7,개인,개인,1999,서경로2길 48,-,중개거래,서울 성북구,-
515,서울특별시 강서구 방화동,615-103,615,103,형제,80.03,202502,24,"87,000",씨,2,개인,개인,1983,개화동로25길 34,-,중개거래,서울 강서구,25.03.06
516,서울특별시 구로구 개봉동,481,481,0,현대,114.99,202502,24,"80,000",-,3,개인,개인,2001,개봉로20길 6,20250311,중개거래,서울 구로구,-
517,서울특별시 동작구 사당동,105,105,0,사당우성3,84.66,202502,24,"125,000",-,13,개인,개인,1993,동작대로29길 115,-,중개거래,경기 수원시 영통구,-
518,서울특별시 강남구 압구정동,369-1,369,1,"현대2차(10,11,20,23,24,25동)",198.41,202502,24,"900,000",-,15,개인,개인,1976,압구정로29길 71,-,중개거래,서울 강남구,-
519,서울특별시 성동구 응봉동,15,15,0,대림강변타운,84.42,202502,24,"152,000",-,20,개인,개인,2001,고산자로 160,-,중개거래,서울 성동구,-
520,서울특별시 동작구 사당동,1137,1137,0,신동아5,59.67,202502,24,"95,000",-,13,개인,개인,1998,동작대로29길 118,20250306,중개거래,서울 동작구,-
521,서울특별시 동작구 사당동,1137,1137,0,신동아5,59.67,202502,24,"95,000",-,13,개인,개인,1998,동작대로29길 118,-,중개거래,서울 동작구,-
522,서울특별시 동대문구 답십리동,41,41,0,동서울한양,76.41,202502,24,"49,000",-,4,개인,개인,1989,답십리로 184,-,중개거래,서울 동대문구,-
523,서울특별시 양천구 신월동,987-1,987,1,신월시영,50.67,202502,24,"50,000",-,2,개인,개인,1988,신월로 99,-,중개거래,서울 양천구,-
524,서울특별시 강서구 화곡동,1165,1165,0,강서힐스테이트,84.99,202502,24,"134,000",-,2,개인,개인,2015,우현로 67,-,중개거래,"서울 강서구, 서울 양천구",-
525,서울특별시 성북구 보문동6가,458,458,0,보문파크뷰자이,59.87,202502,24,"100,000",-,10,개인,개인,2017,보문사길 111,-,중개거래,서울 성북구,-
526,서울특별시 마포구 도화동,550,550,0,삼성,72.185,202502,24,"140,500",103,7,개인,개인,1997,도화길 28,-,중개거래,서울 마포구,25.02.28
527,서울특별시 마포구 망원동,501,501,0,태청,74.76,202502,24,"72,000",-,3,개인,개인,2003,포은로6길 34,-,중개거래,서울 마포구,-
528,서울특별시 동대문구 이문동,64,64,0,쌍용,59.99,202502,24,"75,500",-,16,개인,개인,2000,한천로58길 47,-,중개거래,서울 동대문구,-
529,서울특별시 동대문구 이문동,64,64,0,쌍용,84.89,202502,24,"81,000",-,11,개인,개인,2000,한천로58길 47,-,중개거래,서울 동대문구,-
530,서울특별시 양천구 신월동,491-1,491,1,신월대림,59.73,202502,24,"57,800",-,8,개인,개인,2001,오목로13길 7,-,중개거래,서울 양천구,-
